date,pm25,pm10,o3,no2,so2,co,psi
17/11/2017, 52, 23, 25, 10, 8, 5, 
18/11/2017, 51, 20, 22, 9, 5, 5, 
19/11/2017, 44, 25, 14, 14, 6, 6, 
20/11/2017, 56, 26, 5, 15, 5, 9, 
21/11/2017, 57, 30, 5, 9, 2, 8, 
22/11/2017, 60, 23, 4, 6, 2, 6, 
23/11/2017, 31, 17, 4, 6, 5, 5, 
24/11/2017, 24, 17, 4, 8, 7, 6, 
25/11/2017, 35, 19, 4, 8, 3, 6, 
26/11/2017, 32, 16, 3, 10, 2, 6, 
27/11/2017, 26, 14, 3, 9, 2, 6, 
28/11/2017, 32, 16, 3, 8, 2, 5, 
29/11/2017, 31, 16, 4, 4, 2, , 
30/11/2017, 27, 20, 9, 6, 2, 6, 
01/12/2017, 40, 21, 5, 7, 2, 5, 
02/12/2017, 37, 24, 4, 6, 2, 5, 
03/12/2017, 41, 26, 15, 18, 2, 5, 
04/12/2017, 52, 33, 14, 23, 4, 5, 
05/12/2017, 68, 28, 30, 24, 9, 4, 
06/12/2017, 59, 26, 12, 20, 9, 3, 
07/12/2017, 37, 21, 14, 11, 3, 4, 
08/12/2017, 24, 12, 12, 15, 1, 4, 
09/12/2017, 34, 33, 30, 14, 1, 5, 
10/12/2017, 67, 33, 24, 16, 2, 4, 
11/12/2017, 56, 27, 19, 21, 1, 5, 
12/12/2017, 53, 25, 21, 19, 1, 6, 
13/12/2017, 50, 25, 29, 21, 3, 5, 
14/12/2017, 57, 27, 23, 20, 5, 4, 
15/12/2017, 57, 23, 18, 17, 2, 5, 
16/12/2017, 58, 25, 23, 9, 1, 4, 
17/12/2017, 40, 27, 30, 9, 1, 4, 
18/12/2017, 53, 29, 25, 13, 2, 5, 
19/12/2017, 47, 23, 27, 13, 1, 6, 
20/12/2017, 54, 29, 31, 9, 1, 4, 
21/12/2017, 59, 28, 25, 15, 2, 4, 
22/12/2017, 55, 21, 33, 11, 3, 5, 
23/12/2017, 32, 17, 18, 8, 2, 4, 
24/12/2017, 24, 18, 18, 11, 1, , 
25/12/2017, 41, 19, 18, 14, 3, 4, 
26/12/2017, 30, 20, 19, 20, 4, 4, 
27/12/2017, 45, 18, 18, 14, 3, 4, 
28/12/2017, 32, 19, 14, 10, 2, 4, 
29/12/2017, 43, 21, 10, 10, 2, 3, 
30/12/2017, 41, 34, 7, 11, 1, 4, 
31/12/2017, 30, 11, 19, 13, 2, 3, 
01/01/2018, 17, 11, 8, 14, 1, 5, 
02/01/2018, 26, 22, 14, 18, 2, 6, 
03/01/2018, 45, 21, 9, 15, 2, 5, 
04/01/2018, 34, 20, 7, 17, 3, 5, 
05/01/2018, 42, 24, 14, 23, 4, 6, 
06/01/2018, 59, 23, 19, 15, 6, 4, 
07/01/2018, 41, 18, 11, 21, 5, 5, 
08/01/2018, 38, 21, 17, 19, 4, 4, 
09/01/2018, 47, 18, 3, 17, 3, 5, 
10/01/2018, 36, 13, 5, 11, 2, 5, 
11/01/2018, 22, 11, 9, 10, 1, 5, 
12/01/2018, 15, 11, 10, 12, 1, 6, 
13/01/2018, 25, 16, 19, 10, , 5, 
14/01/2018, 24, 16, 15, 12, , 5, 
15/01/2018, 26, 16, 18, 12, , 4, 
16/01/2018, 39, 24, 17, 13, , 3, 
17/01/2018, 34, 26, 17, 15, , 3, 
18/01/2018, 40, 26, 17, 16, 2, 4, 
19/01/2018, 49, 27, 20, 19, 2, 5, 
20/01/2018, 45, 29, 19, 12, 4, 4, 
21/01/2018, 34, 25, 20, 12, 4, 4, 
22/01/2018, 34, 25, 10, 13, 1, 5, 
23/01/2018, 38, 21, 14, 16, 1, 5, 
24/01/2018, 34, 22, 12, 16, 3, 5, 
25/01/2018, 38, 22, 7, 17, 4, 4, 
26/01/2018, 40, 20, 18, 12, 1, 4, 
27/01/2018, 30, 20, 18, 9, 2, 4, 
28/01/2018, 38, 27, 13, 13, 1, 5, 
29/01/2018, 33, 19, 21, 13, 4, 5, 
30/01/2018, 34, 17, 27, 10, 4, 4, 
31/01/2018, 36, 22, 15, 6, 2, 5, 
01/02/2018, 38, 21, 8, 8, 1, 5, 
02/02/2018, 39, 25, 19, 5, 1, 5, 
03/02/2018, 54, 60, 26, 4, , 5, 
04/02/2018, 61, 55, 26, 5, , 4, 
05/02/2018, 60, 43, 26, 7, 1, 4, 
06/02/2018, 58, 39, 26, 11, 1, 5, 
07/02/2018, 59, 39, 30, 6, 2, , 
08/02/2018, 66, 43, 38, 7, 2, , 
09/02/2018, 90, 43, 33, 7, 2, 4, 
10/02/2018, 71, 45, 42, 4, 2, 5, 
11/02/2018, 86, 42, 34, 6, 2, 5, 
12/02/2018, 62, 42, 22, 7, 2, 4, 
13/02/2018, 55, 37, 18, 8, 2, 5, 
14/02/2018, 60, 53, 25, 6, 2, 5, 
15/02/2018, 67, 37, 31, 10, 4, 5, 
16/02/2018, 81, 34, 24, 5, 6, 6, 
17/02/2018, 66, 34, 29, 6, 2, , 
18/02/2018, 84, 36, 19, 8, 2, 4, 
19/02/2018, 63, 31, 20, 7, 2, 4, 
20/02/2018, 57, 35, 19, 5, , 3, 
21/02/2018, 55, 27, 21, 5, 2, 4, 
22/02/2018, 46, 30, 9, 7, 1, 4, 
23/02/2018, 53, 30, 10, 6, 1, 5, 
24/02/2018, 42, 27, 13, 6, 1, 4, 
25/02/2018, 53, 37, 15, 6, , 4, 
26/02/2018, 60, 36, 13, 5, 1, 3, 
27/02/2018, 59, 33, 20, 7, 2, 4, 
28/02/2018, 57, 33, 14, 6, 3, 4, 
01/03/2018, 47, 28, 13, 8, 2, 5, 
02/03/2018, 52, 33, 14, 7, 2, 4, 
03/03/2018, 50, 31, 20, 8, 3, 5, 
04/03/2018, 50, 27, 16, 3, 3, 4, 
05/03/2018, 42, 30, 16, 8, 2, 4, 
06/03/2018, 56, 28, 8, 6, 4, 4, 
07/03/2018, 37, 23, 8, 4, 3, 5, 
08/03/2018, 43, 29, 14, 4, 2, 4, 
09/03/2018, 49, 31, 14, 3, 2, 4, 
10/03/2018, 50, 39, 21, 4, 2, 4, 
11/03/2018, 60, 39, 17, 5, 1, 5, 
12/03/2018, 61, 39, 19, 5, 1, , 
13/03/2018, 55, 38, 21, 5, 1, 4, 
14/03/2018, 57, 35, 24, 7, 2, 3, 
15/03/2018, 57, 35, 20, 6, 4, 4, 
16/03/2018, 55, 32, 22, 4, 2, 3, 
17/03/2018, 51, 29, 21, 5, 2, , 
18/03/2018, 39, 27, 19, 7, 2, 4, 
19/03/2018, 48, 31, 18, 8, 3, 4, 
20/03/2018, 51, 39, 24, 11, 4, 5, 
21/03/2018, 72, 33, 21, 6, 3, 4, 
22/03/2018, 44, 28, 17, 8, 2, , 
23/03/2018, 40, 28, 18, 6, 2, 4, 
24/03/2018, 55, 31, 18, 9, 2, 3, 
25/03/2018, 54, 22, 13, 11, 3, 4, 
26/03/2018, 47, 23, 5, 9, 3, 6, 
27/03/2018, 41, 29, 28, 17, 5, 7, 
28/03/2018, 71, 39, 6, 15, 7, 7, 
29/03/2018, 63, , , , , , 
31/03/2018, , 54, 31, , 5, 8, 
01/04/2018, 79, 51, 25, , 3, 7, 
02/04/2018, 83, 47, 34, , 3, 5, 
03/04/2018, 80, 47, 27, , 4, , 
04/04/2018, 79, 41, 23, , 6, 4, 
05/04/2018, 66, 39, 20, , 5, 5, 
06/04/2018, 68, 40, 18, , 4, 5, 
07/04/2018, 67, 38, 21, , 3, 5, 
08/04/2018, 63, 37, 22, , 3, , 
09/04/2018, 55, 39, 19, , 4, 5, 
10/04/2018, 59, 35, 16, , 5, 6, 
11/04/2018, 54, 34, 19, , 4, 5, 
12/04/2018, 58, 33, 17, , 2, 5, 
13/04/2018, 47, 30, 12, , 2, 5, 
14/04/2018, 49, 36, 24, , 7, 8, 
15/04/2018, 61, 27, 7, , 3, 6, 
16/04/2018, 36, 27, 19, , 3, 7, 
17/04/2018, 54, 30, 19, , 3, 4, 
18/04/2018, 46, 28, 14, , 2, 4, 
19/04/2018, 54, 33, 13, , 3, 4, 
20/04/2018, 55, 30, 12, , 3, 5, 
21/04/2018, 50, 34, 19, , 3, 6, 
22/04/2018, 60, 31, 15, , 3, 5, 
23/04/2018, 55, 34, 20, , 7, 6, 
24/04/2018, 70, 35, 21, , 8, 5, 
25/04/2018, 54, 33, 26, , 7, 5, 
26/04/2018, 69, 39, 11, , 10, 6, 
27/04/2018, 67, 34, 18, , 5, 6, 
28/04/2018, 59, 28, 20, , 5, 5, 
29/04/2018, 47, 24, 15, , 7, 4, 
30/04/2018, 44, 33, 8, , 7, 6, 
01/05/2018, 57, 36, 13, , 5, 8, 
02/05/2018, 69, 40, 16, , 8, 8, 
03/05/2018, 74, 43, 19, , 10, 7, 
04/05/2018, 79, 34, 15, , 11, 6, 
05/05/2018, 60, 32, 17, , 10, 6, 
06/05/2018, 60, 36, 16, , 8, 6, 
07/05/2018, 69, 32, 18, , 7, 4, 
08/05/2018, 56, 28, 21, , 7, , 
09/05/2018, 43, 24, 15, , 8, , 
10/05/2018, 43, 27, 9, , 9, , 
11/05/2018, 43, 28, 11, , 10, 4, 
12/05/2018, 43, 22, 12, , 9, 4, 
13/05/2018, 41, 24, 13, , 11, 5, 
14/05/2018, 48, 24, 17, , 9, 6, 
15/05/2018, 39, 22, 16, , 7, 5, 
16/05/2018, 38, 31, 15, , 9, 8, 
17/05/2018, 70, 28, 12, , 12, 5, 
18/05/2018, 46, 31, 10, , 10, 8, 
19/05/2018, 78, 49, 6, , 15, 10, 
20/05/2018, 106, 44, 17, , 17, 6, 
21/05/2018, 50, 31, 10, , 12, 4, 
22/05/2018, 40, 37, 6, , 12, 6, 
23/05/2018, 81, 31, 17, , 19, 4, 
24/05/2018, 47, 29, 15, , 10, 4, 
25/05/2018, 47, 30, 8, , 6, 5, 
26/05/2018, 62, 29, 9, , 11, 5, 
27/05/2018, 51, 26, 7, , 19, 5, 
28/05/2018, 47, 26, 13, , 12, 5, 
29/05/2018, 50, 29, 10, , 16, 5, 
30/05/2018, 55, 30, 7, , 11, 6, 
31/05/2018, 57, 32, 9, , 13, 6, 
01/06/2018, 54, 29, 12, , 11, 6, 
02/06/2018, 64, 41, 26, , 14, 6, 
03/06/2018, 82, 31, 14, , 14, 5, 
04/06/2018, 45, 28, 14, , 13, 5, 
05/06/2018, 58, 34, 17, , 9, 4, 
06/06/2018, 67, 37, 20, , 9, 4, 
07/06/2018, 76, 40, 14, , 11, 4, 
08/06/2018, 72, 39, 16, , 18, 17, 
09/06/2018, 88, 41, 15, , 8, 4, 
10/06/2018, 75, 34, 16, , 5, 4, 
11/06/2018, 64, 36, 11, , 6, 4, 
12/06/2018, 65, 31, 8, , 8, 4, 
13/06/2018, 50, 25, 8, , 10, 5, 
14/06/2018, 41, 25, 4, , 11, 6, 
15/06/2018, 49, 27, 13, , 12, 5, 
16/06/2018, 51, 29, 18, , 8, 5, 
17/06/2018, 58, 28, 7, , 8, 4, 
18/06/2018, 43, 24, 9, , 12, 4, 
19/06/2018, 44, 28, 6, , 9, 5, 
20/06/2018, 50, 33, 10, , 10, 6, 
21/06/2018, 63, 39, 12, , 7, 7, 
22/06/2018, 65, 26, 6, , 9, 8, 
23/06/2018, 39, 24, 14, , 6, 5, 
24/06/2018, 46, 23, 9, , 11, 29, 
25/06/2018, 33, 24, 6, , 13, 5, 
26/06/2018, 48, 23, 5, , 9, 5, 
27/06/2018, 39, 20, 10, , 9, 5, 
28/06/2018, 30, 18, 4, , 6, 4, 
29/06/2018, 29, 18, 8, , 5, 4, 
30/06/2018, 30, 20, 6, , 6, , 
01/07/2018, 37, 20, 7, , 6, 4, 
02/07/2018, 34, 24, 7, , 6, 4, 
03/07/2018, 39, 30, 14, , 7, 4, 
04/07/2018, 51, 33, 20, , 6, 4, 
05/07/2018, 62, 43, 19, , 4, 5, 
06/07/2018, 72, 44, 21, , 4, 5, 
07/07/2018, 61, 43, 15, , 4, 5, 
08/07/2018, 53, 34, 12, , 3, , 
09/07/2018, 51, 32, 7, , 7, 7, 
10/07/2018, 48, 28, 11, , 11, 4, 
11/07/2018, 47, 32, 19, , 8, 32, 
12/07/2018, 61, 45, 20, , 6, 4, 
13/07/2018, 88, 55, 19, , 5, 4, 
14/07/2018, 91, 56, 21, , 4, 4, 
15/07/2018, 80, 51, 22, , 5, , 
16/07/2018, 84, 50, 18, , 5, 4, 
17/07/2018, 76, 49, 20, , 4, 5, 
18/07/2018, 84, 50, 17, , 4, 5, 
19/07/2018, 81, 49, 17, , 3, 5, 
20/07/2018, 76, 45, 7, , 8, 5, 
21/07/2018, 64, 37, 15, , 9, 5, 
22/07/2018, 54, 41, 22, , 4, 5, 
23/07/2018, 73, 47, 19, , 6, 5, 
24/07/2018, 76, 44, 8, , 6, 5, 
25/07/2018, 61, 36, 18, , 14, 5, 
26/07/2018, 56, 40, 17, , 10, 5, 
27/07/2018, 64, 51, 25, , 6, 6, 
28/07/2018, 91, 52, 25, , 6, 6, 
29/07/2018, 77, 43, 12, , 8, 6, 
30/07/2018, 61, 43, 12, , 11, 5, 
31/07/2018, 84, 38, 6, , 11, 5, 
01/08/2018, 56, 28, 12, , 9, 4, 
02/08/2018, 38, 30, 21, , 7, 5, 
03/08/2018, 61, 35, 22, , 6, 5, 
04/08/2018, 68, 37, 22, , 6, 5, 
05/08/2018, 63, 37, 22, , 5, 5, 
06/08/2018, 71, 43, 20, , 5, 5, 
07/08/2018, 85, 39, 14, , 8, 13, 
08/08/2018, 57, 35, 16, , 7, 4, 
09/08/2018, 72, 36, 18, , 5, 4, 
10/08/2018, 66, 39, 22, , 5, 17, 
11/08/2018, 76, 39, 24, , 5, 5, 
12/08/2018, 74, 42, 19, , 5, 5, 
13/08/2018, 73, 38, 20, , 4, 26, 
14/08/2018, 62, 39, 22, , 3, 4, 
15/08/2018, 72, 48, 21, , 6, 5, 
16/08/2018, 86, 42, 15, , 5, 6, 
17/08/2018, 66, 42, 28, , 5, 5, 
18/08/2018, 75, 49, 29, , 5, 5, 
19/08/2018, 84, 44, 24, , 6, , 
20/08/2018, 67, 39, 21, , 6, 5, 
21/08/2018, 65, 38, 10, , 5, 9, 
22/08/2018, 65, 35, 10, , 12, 5, 
23/08/2018, 60, 32, 10, , 10, 5, 
24/08/2018, 59, 30, 13, , 8, 7, 
25/08/2018, 49, 23, 21, , 7, 4, 
26/08/2018, 39, 33, 21, , 5, 5, 
27/08/2018, 68, 41, 15, , 6, 6, 
28/08/2018, 75, 38, 14, , 9, 6, 
29/08/2018, 56, 29, 13, , 10, 5, 
30/08/2018, 54, 30, 13, , 9, 5, 
31/08/2018, 43, 28, 23, , 10, 6, 
01/09/2018, 52, 32, 6, , 8, 6, 
02/09/2018, 53, 31, 14, , 14, 5, 
03/09/2018, 47, 30, 6, , 9, 8, 
04/09/2018, 54, 32, 10, , 14, 6, 
05/09/2018, 60, 33, 19, , 10, 4, 
06/09/2018, 73, 44, 7, , 6, 5, 
07/09/2018, 78, 38, 10, , 9, 6, 
08/09/2018, 59, 29, 12, , 11, 5, 
09/09/2018, 51, 28, 12, , 7, 6, 
10/09/2018, 62, 37, 8, , 7, 7, 
11/09/2018, 65, 27, 11, , 10, 9, 
12/09/2018, 43, 30, 19, , 6, 4, 
13/09/2018, 59, 39, 23, , 8, 5, 
14/09/2018, 76, 42, 23, , 8, 5, 
15/09/2018, 77, 43, 25, , 6, 5, 
16/09/2018, 73, 41, 24, , 5, 4, 
17/09/2018, 65, 35, 15, , 5, 13, 
18/09/2018, 59, 36, 21, , 6, 5, 
19/09/2018, 66, 41, 18, , 6, 7, 
20/09/2018, 73, 29, 9, , 7, 5, 
21/09/2018, 47, 24, 13, , 11, 4, 
22/09/2018, 35, 24, 19, , 10, 5, 
23/09/2018, 48, 37, 26, , 8, 21, 
24/09/2018, 70, 41, 24, , 8, , 
25/09/2018, 61, 38, 18, , 8, , 
26/09/2018, 66, 39, 19, , 10, 4, 
27/09/2018, 60, 39, 21, , 8, 4, 
28/09/2018, 67, 45, 28, , 10, 5, 
29/09/2018, 76, 41, 25, , 8, , 
30/09/2018, 69, 38, 24, , 6, 4, 
01/10/2018, 69, 37, 25, , 8, 4, 
02/10/2018, 63, 39, 16, , 9, 6, 
03/10/2018, 77, 39, 22, , 7, 5, 
04/10/2018, 69, 41, 23, , 10, 5, 
05/10/2018, 79, 43, 16, , 9, 5, 
06/10/2018, 72, 31, 11, , 6, 6, 
07/10/2018, 57, 27, 14, , 5, 6, 
08/10/2018, 56, 32, 7, , 13, 7, 
09/10/2018, 74, 33, 11, , 13, 7, 
10/10/2018, 61, 28, 13, , 16, 7, 
11/10/2018, 51, 22, 7, , 7, 5, 
12/10/2018, 37, 22, 7, , 13, 5, 
13/10/2018, 50, 29, 6, , 14, 6, 
14/10/2018, 55, 27, 18, , 15, 6, 
15/10/2018, 59, 35, 14, , 10, 6, 
16/10/2018, 77, 34, 10, , 13, 6, 
17/10/2018, 72, 30, 9, , 12, 5, 
18/10/2018, 49, 26, 15, , 17, 5, 
19/10/2018, 55, 28, 20, , 14, 4, 
20/10/2018, 57, 33, 21, , 10, 4, 
21/10/2018, 76, 37, 19, , 9, 5, 
22/10/2018, 64, 26, 11, , 8, 5, 
23/10/2018, 52, 29, 15, , 9, 5, 
24/10/2018, 54, 35, 16, , 8, 6, 
25/10/2018, 84, 48, 35, , 11, 7, 
26/10/2018, 101, 41, 20, , 10, 6, 
27/10/2018, 72, 32, 23, , 7, 6, 
28/10/2018, 63, 27, 17, , 4, 6, 
29/10/2018, 54, 30, 14, , 3, 7, 
30/10/2018, 54, 28, 18, , 3, 6, 
31/10/2018, 42, 27, 14, , 2, 5, 
01/11/2018, 53, 30, 20, , 2, 4, 
02/11/2018, 44, 29, 13, , 12, 7, 
03/11/2018, 62, 32, 20, , 12, 7, 
04/11/2018, 43, 26, 14, , 7, 7, 
05/11/2018, 48, 26, 15, , 9, 7, 
06/11/2018, 48, 21, 16, , 6, 6, 
07/11/2018, 38, 23, 19, , 7, 5, 
08/11/2018, 34, 27, 9, , 9, 5, 
09/11/2018, 72, 38, 30, , 16, 7, 
10/11/2018, 73, 29, 17, , 8, 5, 
11/11/2018, 42, 22, 33, , 5, 6, 
12/11/2018, 48, 24, 13, , 9, 6, 
13/11/2018, 37, 28, 12, , 14, 5, 
14/11/2018, 53, 27, 8, , 14, 5, 
15/11/2018, 48, 32, 15, , 13, 7, 
16/11/2018, 65, 30, 17, , 11, 5, 
17/11/2018, 47, 26, 17, , 11, 6, 
18/11/2018, 52, 24, 14, , 13, 5, 
19/11/2018, 42, 28, 11, , 16, 7, 
20/11/2018, 56, 28, 19, , 19, 4, 
21/11/2018, 41, 23, 13, , 6, 5, 
22/11/2018, 44, 26, 15, , 4, 5, 
23/11/2018, 51, 26, 21, , 4, 5, 
24/11/2018, 44, 28, 12, , 7, 5, 
25/11/2018, 58, 28, 14, , 15, , 
26/11/2018, 51, 28, 11, , 16, 5, 
27/11/2018, 46, 28, 16, , 14, 5, 
28/11/2018, 54, 28, 12, , 4, 5, 
29/11/2018, 50, 25, 11, , 3, 6, 
30/11/2018, 42, 22, 14, , 1, 5, 
01/12/2018, 35, 19, 14, , 1, 5, 
02/12/2018, 31, 19, 7, , 2, 6, 
03/12/2018, 39, 26, 21, , 4, 6, 
04/12/2018, 47, 23, 13, , 4, 5, 
05/12/2018, 43, 25, 9, , 3, 7, 
06/12/2018, 53, 27, 13, , 6, 6, 
07/12/2018, 58, 27, 10, , 9, 5, 
08/12/2018, 42, 25, 19, , 5, 6, 
09/12/2018, 49, 22, 11, , 3, 4, 
10/12/2018, 42, 23, 7, , 5, 5, 
11/12/2018, 41, 22, 11, , 5, 5, 
12/12/2018, 43, 23, 6, , 4, 5, 
13/12/2018, 38, 21, 16, , 4, 4, 
14/12/2018, 34, 24, 20, , 3, 4, 
15/12/2018, 47, 23, 22, , 5, 4, 
16/12/2018, 35, 23, 21, , 8, 5, 
17/12/2018, 44, 25, 21, , 9, 4, 
18/12/2018, 44, 28, 27, , 6, 4, 
19/12/2018, 63, 29, 23, , 6, 5, 
20/12/2018, 42, 23, 15, , 5, 4, 
21/12/2018, 39, 28, 22, , 3, 5, 
22/12/2018, 59, 38, 43, , 3, 6, 
23/12/2018, 85, 42, 36, , 7, 6, 
24/12/2018, 84, 36, 34, , 8, 5, 
25/12/2018, 59, 28, 24, , 5, 5, 
26/12/2018, 49, 23, 27, , 4, 5, 
27/12/2018, 50, 27, 31, , 3, 6, 
28/12/2018, 59, 29, 29, , 4, 6, 
29/12/2018, 60, 30, 26, , 4, 5, 
30/12/2018, 58, , , , , , 
31/12/2018, , 20, 27, , 2, 6, 
01/01/2019, 35, 25, 37, , 2, 6, 
02/01/2019, 57, 34, 34, , 2, 7, 
03/01/2019, 68, 32, 30, , 2, 5, 
04/01/2019, 55, 38, 34, , 3, 7, 
05/01/2019, 84, 33, 22, , 2, 8, 
06/01/2019, 50, 30, 17, , 1, 27, 
07/01/2019, 45, 28, 13, , , 5, 
08/01/2019, 46, 31, 17, , 1, 5, 
09/01/2019, 49, 29, 17, , 1, 3, 
10/01/2019, 45, 26, 19, , 1, 3, 
11/01/2019, 42, 27, 22, , 1, 4, 
12/01/2019, 45, 27, 18, , 1, , 
13/01/2019, 47, 31, 14, , 1, 18, 
14/01/2019, 55, 31, 21, , 1, 4, 
15/01/2019, 50, 28, 19, , 3, 4, 
16/01/2019, 45, 22, 12, , 1, 4, 
17/01/2019, 30, 18, 9, , 1, 4, 
18/01/2019, 34, 30, 15, , 2, 5, 
19/01/2019, 47, 32, 17, , 1, , 
20/01/2019, 50, 31, 15, , , 45, 
21/01/2019, 44, 27, 15, , 1, 4, 
22/01/2019, 39, 28, 25, , 1, 25, 
23/01/2019, 48, 42, 28, , 1, 7, 
24/01/2019, 67, 44, 26, , 1, 6, 
25/01/2019, 64, 39, 26, , 1, 5, 
26/01/2019, 60, 35, 21, , , 4, 
27/01/2019, 52, 28, 15, , , 4, 
28/01/2019, 47, 31, 18, , 1, 29, 
29/01/2019, 50, 32, 19, , 1, 4, 
30/01/2019, 51, 30, 20, , 1, 4, 
31/01/2019, 49, 33, 17, , 1, 4, 
01/02/2019, 49, 30, 20, , 2, 4, 
02/02/2019, 45, 26, 19, , 3, 4, 
03/02/2019, 49, 28, 19, , 4, 5, 
04/02/2019, 52, 28, 19, , 4, 8, 
05/02/2019, 47, 25, 24, , 3, 4, 
06/02/2019, 47, 27, 20, , 3, 8, 
07/02/2019, 51, 27, 18, , 2, 4, 
08/02/2019, 52, 28, 17, , 2, 4, 
09/02/2019, 53, 28, 17, , 3, 4, 
10/02/2019, 47, 25, 22, , 1, 4, 
11/02/2019, 46, 26, 20, , 1, 4, 
12/02/2019, 47, 29, 15, , 1, 17, 
13/02/2019, 48, 30, 17, , 1, 3, 
14/02/2019, 51, 36, 16, , 2, 16, 
15/02/2019, 56, 32, 21, , 2, 4, 
16/02/2019, 51, 30, 19, , 2, 9, 
17/02/2019, 51, 29, 21, , 3, 5, 
18/02/2019, 56, 27, 16, , 4, 17, 
19/02/2019, 49, 26, 15, , 3, 24, 
20/02/2019, 51, 28, 18, , 2, 21, 
21/02/2019, 54, 31, 19, , 1, 5, 
22/02/2019, 55, 31, 22, , 2, , 
23/02/2019, 53, 31, 32, , 2, 45, 
24/02/2019, 55, 29, 22, , 2, , 
25/02/2019, 51, 29, 16, , 1, , 
26/02/2019, 52, 31, 18, , 1, 45, 
27/02/2019, 50, 36, 16, , 1, 10, 
28/02/2019, 60, 37, 21, , 2, 4, 
01/03/2019, 61, 33, 29, , 2, 5, 
02/03/2019, 54, 32, 31, , 16, 6, 
03/03/2019, 60, 32, 30, , 15, 5, 
04/03/2019, 63, 35, 35, , 5, 5, 
05/03/2019, 73, 40, 19, , 8, 4, 
06/03/2019, 62, 30, 20, , 2, 4, 
07/03/2019, 61, 34, 21, , 4, 5, 
08/03/2019, 74, 33, 26, , 3, 5, 
09/03/2019, 58, 26, 15, , 3, 4, 
10/03/2019, 46, 25, 14, , 5, 6, 
11/03/2019, 52, 32, 17, , 3, 8, 
12/03/2019, 60, 30, 20, , 4, 6, 
13/03/2019, 64, 32, 22, , 2, 5, 
14/03/2019, 54, 34, 24, , 1, 5, 
15/03/2019, 60, 31, 26, , 2, 5, 
16/03/2019, 58, 31, 36, , 2, , 
17/03/2019, 62, 38, 27, , 2, 6, 
18/03/2019, 71, 39, 21, , 2, 6, 
19/03/2019, 67, 37, 20, , 1, 7, 
20/03/2019, 65, 33, 30, , 2, 5, 
21/03/2019, 53, 34, 28, , 2, 6, 
22/03/2019, 76, 47, 26, , 3, 4, 
23/03/2019, 85, 34, 22, , 2, 4, 
24/03/2019, 58, 39, 12, , 1, 6, 
25/03/2019, 75, 30, 14, , 1, 4, 
26/03/2019, 52, 30, 16, , 1, 4, 
27/03/2019, 57, 42, 11, , 2, 5, 
28/03/2019, 78, 35, 17, , 6, 6, 
29/03/2019, 66, 33, 17, , 8, 5, 
30/03/2019, 72, 44, 20, , 16, 6, 
31/03/2019, 89, 34, 12, , 11, 5, 
01/04/2019, 53, 29, 35, , 6, 5, 
02/04/2019, 58, 31, 23, , 4, 5, 
03/04/2019, 53, 25, 28, , 5, 5, 
04/04/2019, 39, 24, 21, , 2, 5, 
05/04/2019, 48, 27, 11, , 4, 3, 
06/04/2019, 50, 26, 11, , 4, 3, 
07/04/2019, 52, 26, 11, , 3, 3, 
08/04/2019, 51, 29, 9, , 2, 4, 
09/04/2019, 63, 34, 10, , 2, 5, 
10/04/2019, 67, 38, 4, , 4, 6, 
11/04/2019, 82, 35, 12, , 8, 5, 
12/04/2019, 65, 30, 8, , 11, 4, 
13/04/2019, 50, 21, 6, , 7, 4, 
14/04/2019, 42, 20, 5, , 7, 5, 
15/04/2019, 41, 21, 6, , 7, 4, 
16/04/2019, 40, 26, 10, , 6, 5, 
17/04/2019, 59, 31, 8, , 5, 4, 
18/04/2019, 68, 29, 8, , 5, 5, 
19/04/2019, 59, 32, 5, , 8, 6, 
20/04/2019, 77, 32, 11, , 5, 6, 
21/04/2019, 64, 26, 7, , 4, 5, 
22/04/2019, 52, 34, 5, , 4, 7, 
23/04/2019, 74, 31, 6, , 6, 7, 
24/04/2019, 60, 32, 11, , 7, 6, 
25/04/2019, 74, 35, 2, , 5, 6, 
26/04/2019, 58, 23, 3, , 5, 4, 
27/04/2019, 39, 32, 23, , 11, 4, 
28/04/2019, 63, 37, 11, , 11, 3, 
29/04/2019, 39, 32, 5, , 4, 4, 
30/04/2019, 64, 43, 13, , 10, 6, 
01/05/2019, 76, 42, 16, , 13, 22, 
02/05/2019, 92, 45, 14, , 12, 4, 
03/05/2019, 75, 33, 7, , 7, 5, 
04/05/2019, 51, 36, 8, , 8, 5, 
05/05/2019, 56, 28, 6, , 10, 3, 
06/05/2019, 39, 30, 9, , 9, 2, 
07/05/2019, 51, 29, 5, , 10, 2, 
08/05/2019, 37, 32, 6, , 12, 3, 
09/05/2019, 57, 32, 5, , 11, 3, 
10/05/2019, 47, 43, 4, , 14, 6, 
11/05/2019, 71, 40, 11, , 9, 6, 
12/05/2019, 60, 32, 5, , 5, 6, 
13/05/2019, 44, 34, 8, , 3, 7, 
14/05/2019, 51, 29, 6, , 3, 5, 
15/05/2019, 48, 24, 3, , 5, 2, 
16/05/2019, 55, 39, 3, , 12, 11, 
17/05/2019, 49, 33, 3, , 9, 10, 
18/05/2019, 51, 23, 3, , 3, , 
19/05/2019, 38, 24, 20, , 3, 5, 
20/05/2019, 51, 23, 10, , 3, 7, 
21/05/2019, 40, 24, 3, , 2, 7, 
22/05/2019, 39, 19, 6, , 2, 4, 
23/05/2019, 28, 20, 6, , 2, , 
