date,pm25,pm10,o3,no2,so2,co,psi
24/05/2019, 38, 22, 4, , 2, 4, 
25/05/2019, 32, 19, 5, , 1, 4, 
26/05/2019, 33, 21, 4, , 2, 4, 
27/05/2019, 29, 20, 2, , 2, 5, 
28/05/2019, 32, 21, 6, , 2, 5, 
29/05/2019, 31, 20, 5, , 9, 4, 
30/05/2019, 38, 20, 5, , 11, 4, 
31/05/2019, 33, 19, 4, , 9, 4, 
01/06/2019, 32, 19, 9, , 9, 4, 
02/06/2019, 35, 21, 4, , 12, 4, 
03/06/2019, 40, 25, 8, , 13, 6, 
04/06/2019, 48, 23, 6, , 12, 8, 
05/06/2019, 28, 18, 3, , 8, 5, 
06/06/2019, 39, 19, 3, , 10, 5, 
07/06/2019, 36, 26, 3, , 15, 7, 
08/06/2019, 54, 23, 5, , 12, 29, 
09/06/2019, 44, 23, 6, , 12, 6, 
10/06/2019, 48, 24, 6, , 8, , 
11/06/2019, 39, 17, 4, , 6, 7, 
12/06/2019, 29, 18, 3, , 5, 4, 
13/06/2019, 34, 20, 3, , 6, 4, 
14/06/2019, 28, 20, 1, , 8, 5, 
15/06/2019, 39, 22, , , 9, 4, 
16/06/2019, 38, 18, 7, , 5, 4, 
17/06/2019, 29, 19, 2, , 7, 5, 
18/06/2019, 34, 20, 2, , 9, 6, 
19/06/2019, 46, 21, 4, , 10, 8, 
20/06/2019, 33, 21, 4, , 7, 7, 
21/06/2019, 35, 19, 4, , 8, 5, 
22/06/2019, 41, 22, 6, , 7, 23, 
23/06/2019, 31, 20, 6, , 7, 5, 
24/06/2019, 41, 31, 9, , 9, 4, 
25/06/2019, 66, 33, 4, , 6, 27, 
26/06/2019, 58, 33, 6, , 11, 4, 
27/06/2019, 62, 28, 5, , 6, 4, 
28/06/2019, 47, 33, 7, , 5, 5, 
29/06/2019, 68, 33, 7, , 7, 10, 
30/06/2019, 50, 28, 8, , 5, 36, 
01/07/2019, 56, 34, 8, , 5, 5, 
02/07/2019, 64, 39, 7, , 5, 4, 
03/07/2019, 75, 38, 9, , 9, 4, 
04/07/2019, 68, 31, 4, , 9, 4, 
05/07/2019, 48, 24, 5, , 8, 5, 
06/07/2019, 37, 24, 5, , 9, 15, 
07/07/2019, 42, 22, 4, , 8, 5, 
08/07/2019, 41, 26, 9, , 10, 5, 
09/07/2019, 46, 33, 18, , 7, 4, 
10/07/2019, 50, 33, 18, , 6, 4, 
11/07/2019, 43, 28, 11, , 7, 4, 
12/07/2019, 46, 25, 13, , 7, 4, 
13/07/2019, 48, 28, 18, , 6, 36, 
14/07/2019, 49, 32, 17, , 6, 4, 
15/07/2019, 61, 30, 18, , 6, 4, 
16/07/2019, 60, 36, 21, , 4, 4, 
17/07/2019, 65, 36, 20, , 4, 4, 
18/07/2019, 59, 37, 15, , 4, 4, 
19/07/2019, 48, 35, 15, , 7, 8, 
20/07/2019, 54, 34, 12, , 8, 5, 
21/07/2019, 49, 25, 11, , 7, 5, 
22/07/2019, 33, 20, 6, , 11, 6, 
23/07/2019, 38, 22, 10, , 10, 5, 
24/07/2019, 41, 30, 17, , 7, 45, 
25/07/2019, 47, 31, 17, , 7, 45, 
26/07/2019, 47, 32, 15, , 7, 5, 
27/07/2019, 46, 31, 13, , 7, 5, 
28/07/2019, 45, 31, 16, , 6, 4, 
29/07/2019, 57, 39, 19, , 6, 4, 
30/07/2019, 64, 38, 20, , 5, 4, 
31/07/2019, 62, 35, 19, , 5, , 
01/08/2019, 57, 39, 18, , 6, 4, 
02/08/2019, 61, 37, 14, , 4, 4, 
03/08/2019, 58, 38, 14, , 3, 4, 
04/08/2019, 51, 35, 19, , 4, 4, 
05/08/2019, 68, 45, 20, , 5, 5, 
06/08/2019, 84, 51, 22, , 5, 5, 
07/08/2019, 78, 50, 23, , 6, 5, 
08/08/2019, 82, 46, 22, , 5, 4, 
09/08/2019, 81, 45, 19, , 3, 45, 
10/08/2019, 76, 42, 19, , 2, , 
11/08/2019, 70, 40, 18, , 2, 4, 
12/08/2019, 63, 39, 17, , 6, 5, 
13/08/2019, 57, 37, 17, , 5, 4, 
14/08/2019, 57, 37, 12, , 7, , 
15/08/2019, 61, 39, 16, , 6, 45, 
16/08/2019, 63, 40, 17, , 6, 5, 
17/08/2019, 79, 43, 18, , 7, 5, 
18/08/2019, 67, 37, 15, , 6, 5, 
19/08/2019, 65, 39, 19, , 6, 5, 
20/08/2019, 70, 42, 17, , 7, 4, 
21/08/2019, 70, 39, 12, , 7, 5, 
22/08/2019, 57, 35, 15, , 7, 5, 
23/08/2019, 59, 41, 19, , 7, 5, 
24/08/2019, 69, 44, 16, , 8, 5, 
25/08/2019, 75, 48, 18, , 9, 6, 
26/08/2019, 82, 37, 9, , 10, 7, 
27/08/2019, 65, 35, 10, , 17, 26, 
28/08/2019, 68, 33, 15, , 9, 5, 
29/08/2019, 62, 35, 14, , 6, 13, 
30/08/2019, 63, 37, 19, , 6, 4, 
31/08/2019, 66, 42, 20, , 4, 5, 
01/09/2019, 81, 43, 17, , 7, 53, 
02/09/2019, 79, 41, 16, , 9, 6, 
03/09/2019, 76, 36, 14, , 8, 6, 
04/09/2019, 66, 39, 22, , 8, 6, 
05/09/2019, 83, 45, 23, , 7, 5, 
06/09/2019, 85, 46, 25, , 7, 5, 
07/09/2019, 89, 45, 23, , 5, , 
08/09/2019, 87, 52, 22, , 5, 7, 
09/09/2019, 123, 58, 20, , 6, 8, 
10/09/2019, 132, 53, 16, , 6, 6, 
11/09/2019, 91, 51, 24, , 9, 6, 
12/09/2019, 134, 59, 23, , 9, 7, 
13/09/2019, 137, 58, 23, , 5, 8, 
14/09/2019, 131, 67, 28, , 6, 7, 
15/09/2019, 126, 55, 23, , 7, 4, 
16/09/2019, 108, 58, 25, , 6, 4, 
17/09/2019, 132, 71, 25, , 4, 7, 
18/09/2019, 171, 73, 21, , 6, 5, 
19/09/2019, 104, 42, 16, , 7, 2, 
20/09/2019, 83, 59, 25, , 7, 5, 
21/09/2019, 147, 65, 30, , 7, 8, 
22/09/2019, 160, 68, 17, , 7, 7, 
23/09/2019, 147, 57, 17, , 6, 7, 
24/09/2019, 124, 44, 9, , 6, 5, 
25/09/2019, 72, 38, 38, , 8, 8, 
26/09/2019, 95, 45, 20, , 10, 5, 
27/09/2019, 90, 42, 21, , 8, 6, 
28/09/2019, 95, 42, 19, , 10, 6, 
29/09/2019, 69, 31, 13, , 8, 12, 
30/09/2019, 67, 33, 10, , 10, 6, 
01/10/2019, 70, 31, 11, , 8, 6, 
02/10/2019, 56, 28, 15, , 7, 6, 
03/10/2019, 48, 20, 13, , 10, 5, 
04/10/2019, 42, 23, 17, , 8, 5, 
05/10/2019, 47, 27, 20, , 8, 30, 
06/10/2019, 52, 30, 10, , 10, 5, 
07/10/2019, 47, 25, 10, , 9, 5, 
08/10/2019, 55, 29, 10, , 9, 5, 
09/10/2019, 56, 32, 29, , 7, 6, 
10/10/2019, 78, 38, 15, , 7, 6, 
11/10/2019, 65, 26, 12, , 7, 4, 
12/10/2019, 45, 31, 12, , 10, 4, 
13/10/2019, 52, 29, 18, , 10, 4, 
14/10/2019, 52, 33, 17, , 9, 6, 
15/10/2019, 63, 31, 15, , 7, 4, 
16/10/2019, 45, 26, 8, , 7, 4, 
17/10/2019, 44, 33, 11, , 9, 6, 
18/10/2019, 64, 35, 20, , 9, 6, 
19/10/2019, 73, 39, 15, , 9, 6, 
20/10/2019, 62, 28, 8, , 9, 5, 
21/10/2019, 40, 27, 3, , 10, 6, 
22/10/2019, 46, 27, 15, , 15, 7, 
23/10/2019, 60, 40, 12, , 13, 8, 
24/10/2019, 79, 36, 15, , 11, 6, 
25/10/2019, 60, 31, 10, , 14, 7, 
26/10/2019, 57, 26, 18, , 7, 7, 
27/10/2019, 46, 31, 11, , 8, 6, 
28/10/2019, 42, 29, 17, , 12, 7, 
29/10/2019, 70, 38, 24, , 11, 5, 
30/10/2019, 74, 43, 5, , 9, 8, 
31/10/2019, 91, 43, 15, , 15, 6, 
01/11/2019, 64, 41, 14, , 17, 6, 
02/11/2019, 92, 39, 15, , 14, 5, 
03/11/2019, 58, 32, 7, , 23, 7, 
04/11/2019, 98, 49, 18, , 17, 7, 
05/11/2019, 114, 44, 17, , 19, 7, 
06/11/2019, 91, 48, 25, , 11, 7, 
07/11/2019, 107, 42, 15, , 8, 4, 
08/11/2019, 55, 28, 21, , 11, 5, 
09/11/2019, 75, 41, 36, , 19, 5, 
10/11/2019, 67, 41, 16, , 24, 6, 
11/11/2019, 82, 45, 21, , 13, 7, 
12/11/2019, 100, 59, 41, , 8, 10, 
13/11/2019, 145, 51, 20, , 8, 6, 
14/11/2019, 70, 29, 16, , 2, 6, 
15/11/2019, 45, 27, 24, , 3, 6, 
16/11/2019, 53, 34, 25, , 5, 6, 
17/11/2019, 54, 34, 21, , 5, 5, 
18/11/2019, 56, 32, 14, , 3, 5, 
19/11/2019, 51, 27, 7, , 2, 5, 
20/11/2019, 50, 23, 8, , 1, 10, 
21/11/2019, 38, 20, 12, , 1, 4, 
22/11/2019, 32, 18, 13, , 1, 5, 
23/11/2019, 27, 20, 20, , 1, 15, 
24/11/2019, 37, 28, 20, , 3, 6, 
25/11/2019, 50, 24, 14, , 4, 5, 
26/11/2019, 27, 24, 11, , 2, 5, 
27/11/2019, 36, 30, 9, , 4, 5, 
28/11/2019, 41, 26, 8, , 2, 4, 
29/11/2019, 33, 22, 14, , 1, 5, 
30/11/2019, 36, 24, 19, , 2, 5, 
01/12/2019, 35, 21, 13, , 2, 5, 
02/12/2019, 28, 25, 14, , 1, 5, 
03/12/2019, 41, 41, 18, , 1, 6, 
04/12/2019, 57, 40, 19, , 1, 7, 
05/12/2019, 56, 37, 25, , 1, 6, 
06/12/2019, 54, 35, 27, , 1, 6, 
07/12/2019, 51, 34, 22, , 2, 6, 
08/12/2019, 39, 19, 16, , 1, 5, 
09/12/2019, 25, 23, 11, , 1, 6, 
10/12/2019, 51, 24, 9, , 1, 5, 
11/12/2019, 26, 23, 19, , 1, 4, 
12/12/2019, 43, 34, 15, , 1, 4, 
13/12/2019, 47, 19, 6, , 1, 5, 
14/12/2019, 27, 16, 5, , 1, 5, 
15/12/2019, 26, 16, 11, , 1, 4, 
16/12/2019, 27, 20, 4, , 2, 4, 
17/12/2019, 32, 26, 12, , 2, 6, 
18/12/2019, 43, 23, 11, , 2, 5, 
19/12/2019, 30, 23, 11, , 2, 4, 
20/12/2019, 40, 25, 8, , 1, 4, 
21/12/2019, 39, 18, 11, , 1, 4, 
22/12/2019, 27, 20, 15, , 1, 4, 
23/12/2019, 44, 25, 11, , , , 
24/12/2019, 37, 24, 15, , 2, , 
25/12/2019, 44, 26, 13, , 1, , 
26/12/2019, 44, 25, 16, , 1, 3, 
27/12/2019, 44, 30, 15, , 2, 4, 
28/12/2019, 55, 34, 18, , 1, , 
29/12/2019, 53, , , , , , 
31/12/2019, , 24, 17, , 1, 3, 
01/01/2020, 35, 27, 13, , 1, 4, 
02/01/2020, 40, 31, 14, , 1, , 
03/01/2020, 44, 29, 16, , 1, , 
04/01/2020, 42, 29, 19, , 1, 4, 
05/01/2020, 41, 28, 14, , 1, 5, 
06/01/2020, 36, 19, 13, , 1, 4, 
07/01/2020, 25, 21, 14, , 2, , 
08/01/2020, 30, 28, 15, , 2, 4, 
09/01/2020, 44, 29, 10, , 2, 4, 
10/01/2020, 40, 27, 16, , 2, 5, 
11/01/2020, 46, 30, 28, , 2, 4, 
12/01/2020, 53, 32, 20, , 2, 5, 
13/01/2020, 47, 28, 16, , 2, 4, 
14/01/2020, 41, 28, 17, , 1, 3, 
15/01/2020, 47, 35, 14, , 1, 3, 
16/01/2020, 72, 45, 14, , 1, 3, 
17/01/2020, 76, 35, 12, , 1, 3, 
18/01/2020, 50, 26, 15, , 1, 3, 
19/01/2020, 46, 29, 12, , 1, 4, 
20/01/2020, 53, 25, 9, , 1, 3, 
21/01/2020, 48, 32, 13, , 1, 3, 
22/01/2020, 50, 28, 16, , 1, 4, 
23/01/2020, 42, 26, 21, , 1, 3, 
24/01/2020, 46, 30, 24, , 1, 3, 
25/01/2020, 51, 32, 25, , 1, 3, 
26/01/2020, 55, 28, 18, , 1, 3, 
27/01/2020, 38, 27, 17, , 1, 3, 
28/01/2020, 40, 23, 14, , 1, 4, 
29/01/2020, 32, 20, 19, , 1, 4, 
30/01/2020, 29, 20, 22, , 1, 4, 
31/01/2020, 39, 24, 23, , 1, 4, 
01/02/2020, 34, 29, 23, , 1, 5, 
02/02/2020, 55, 33, 23, , 1, 5, 
03/02/2020, 51, 30, 26, , 1, 5, 
04/02/2020, 46, 34, 21, , 1, 5, 
05/02/2020, 51, 33, 21, , , , 
06/02/2020, 44, 31, 20, , , , 
07/02/2020, 43, 37, 20, , , 4, 
08/02/2020, 45, 29, 13, , , 5, 
09/02/2020, 34, 16, 18, , , 5, 
10/02/2020, 23, 20, 9, , 2, 5, 
11/02/2020, 32, 23, 17, , 1, 5, 
12/02/2020, 35, 32, 16, , 1, 5, 
13/02/2020, 44, 34, 18, , 1, 5, 
14/02/2020, 41, 35, 32, , 2, , 
15/02/2020, 49, 32, 37, , 3, 6, 
16/02/2020, 48, 29, 19, , 4, 5, 
17/02/2020, 27, 20, 11, , 1, , 
18/02/2020, 27, 31, 18, , 2, 5, 
19/02/2020, 46, 32, 21, , 1, 5, 
20/02/2020, 38, 30, 15, , 1, 5, 
21/02/2020, 37, 33, 18, , 2, 4, 
22/02/2020, 40, 37, 20, , 2, 4, 
23/02/2020, 43, 33, 15, , 2, 5, 
24/02/2020, 44, 41, 20, , 2, 6, 
25/02/2020, 48, 35, 18, , 2, , 
26/02/2020, 39, 29, 19, , , , 
27/02/2020, 38, 35, 15, , , 7, 
28/02/2020, 42, 36, 23, , 3, 6, 
29/02/2020, 50, 31, 23, , 3, 6, 
01/03/2020, 41, 26, 17, , 3, 4, 
02/03/2020, 34, 24, 13, , 3, 4, 
03/03/2020, 44, 23, 20, , 3, , 
04/03/2020, 41, 25, 13, , 3, 5, 
05/03/2020, 50, 28, 16, , 3, 5, 
06/03/2020, 48, 28, 14, , 3, 4, 
07/03/2020, 39, 30, 22, , 3, 4, 
08/03/2020, 40, 34, 39, , 5, 4, 
09/03/2020, 62, 35, 27, , 4, 4, 
10/03/2020, 54, 34, 30, , 3, 5, 
11/03/2020, 61, 39, 26, , 3, 5, 
12/03/2020, 57, 29, 15, , 3, 4, 
13/03/2020, 41, 24, 19, , 2, 4, 
14/03/2020, 36, 23, 18, , 2, , 
15/03/2020, 36, 21, 16, , 3, , 
16/03/2020, 37, 28, 20, , 2, 4, 
17/03/2020, 48, 31, 17, , 3, 5, 
18/03/2020, 53, 27, 22, , 3, , 
19/03/2020, 48, 24, 26, , 3, , 
20/03/2020, 36, 21, 22, , 2, 5, 
21/03/2020, 46, 23, 17, , 2, 5, 
22/03/2020, 33, 25, 11, , 2, 6, 
23/03/2020, 42, 19, 17, , 3, 5, 
24/03/2020, 36, 19, 16, , 2, 5, 
25/03/2020, 43, 20, 17, , 2, 5, 
26/03/2020, 34, 22, 15, , 3, 5, 
27/03/2020, 37, 20, 18, , 3, 5, 
28/03/2020, 31, 22, 17, , 3, 5, 
29/03/2020, 34, , , , , , 
31/03/2020, , 20, 22, , 2, 6, 
01/04/2020, 44, 20, 18, , 2, 5, 
02/04/2020, 43, 21, 19, , 2, 5, 
03/04/2020, 39, 20, 17, , 2, 4, 
04/04/2020, 44, 20, 16, , 2, 4, 
05/04/2020, 46, 24, 16, , 2, 5, 
06/04/2020, 51, 20, 17, , 2, 5, 
07/04/2020, 32, 17, 18, , 3, 4, 
08/04/2020, 38, 22, 26, , 3, 4, 
09/04/2020, 46, 20, 27, , 3, 4, 
10/04/2020, 42, 20, 24, , 2, , 
11/04/2020, 40, 19, 22, , 3, 5, 
12/04/2020, 38, 19, 18, , 2, 5, 
13/04/2020, 43, 19, 25, , 2, , 
14/04/2020, 32, 21, 23, , 2, , 
15/04/2020, 47, 19, 23, , 3, 5, 
16/04/2020, 38, 18, 26, , 3, 5, 
17/04/2020, 45, 19, 24, , 3, 5, 
18/04/2020, 39, 20, 20, , 3, 5, 
19/04/2020, 45, 17, 19, , 3, 5, 
20/04/2020, 31, 18, 17, , 2, 5, 
21/04/2020, 41, 18, 14, , 2, 5, 
22/04/2020, 36, 17, 13, , 2, 5, 
23/04/2020, 37, 20, 17, , 3, 4, 
24/04/2020, 41, 19, 14, , 3, 4, 
25/04/2020, 36, 22, 20, , 3, 5, 
26/04/2020, 49, 19, 9, , 3, 4, 
27/04/2020, 35, 23, 22, , 6, 4, 
28/04/2020, 38, 23, 25, , 3, 4, 
29/04/2020, 36, 23, 21, , 5, 4, 
30/04/2020, 41, 23, 15, , 3, 4, 
01/05/2020, 34, 25, 22, , 4, 4, 
02/05/2020, 38, 24, 24, , 3, 4, 
03/05/2020, 39, 26, 9, , 4, 4, 
04/05/2020, 48, 28, 36, , 2, 5, 
05/05/2020, 50, 27, 16, , 4, 4, 
06/05/2020, 44, 24, 22, , 5, 4, 
07/05/2020, 50, 25, 14, , 6, 4, 
08/05/2020, 36, 22, 12, , 5, , 
09/05/2020, 29, 19, 12, , 2, 4, 
10/05/2020, 27, 20, 11, , 2, 4, 
11/05/2020, 22, 21, 15, , 2, , 
12/05/2020, 25, 22, 14, , 3, 4, 
13/05/2020, 31, 23, 25, , 5, 4, 
14/05/2020, 40, 21, 26, , 3, 4, 
15/05/2020, 41, 20, 12, , 3, 4, 
16/05/2020, 33, 20, 12, , 3, , 
17/05/2020, 29, 20, 19, , 5, 4, 
18/05/2020, 33, 23, 16, , 6, 5, 
19/05/2020, 45, 24, 10, , 6, 4, 
20/05/2020, 37, 28, 35, , 13, 5, 
21/05/2020, 48, 33, 16, , 4, 6, 
22/05/2020, 47, 25, 13, , 5, 5, 
23/05/2020, 45, 23, 20, , 7, , 
24/05/2020, 36, 23, 17, , 4, , 
25/05/2020, 42, 28, 22, , 4, 5, 
26/05/2020, 55, 27, 17, , 5, 5, 
27/05/2020, 33, 24, 18, , 4, 5, 
28/05/2020, 38, 24, 12, , 4, 5, 
29/05/2020, 38, 26, 17, , 7, 5, 
30/05/2020, 42, 27, 11, , 3, 6, 
31/05/2020, 44, 26, 7, , 4, 6, 
01/06/2020, 41, 21, 17, , 3, 5, 
02/06/2020, 28, 19, 12, , 4, 5, 
03/06/2020, 29, 19, 10, , 4, 5, 
04/06/2020, 24, 19, 9, , 4, 4, 
05/06/2020, 27, 21, 10, , 3, 4, 
06/06/2020, 40, 28, 13, , 4, 4, 
07/06/2020, 45, 25, 30, , 5, , 
08/06/2020, 43, 24, 14, , 4, , 
09/06/2020, 34, 24, 15, , 4, , 
10/06/2020, 31, 25, 13, , 4, 4, 
11/06/2020, 32, 25, 7, , 4, 4, 
12/06/2020, 38, 26, 7, , 4, 4, 
13/06/2020, 34, 24, 14, , 4, 5, 
14/06/2020, 48, 27, 12, , 3, 4, 
15/06/2020, 35, 26, 10, , 4, 5, 
16/06/2020, 42, 27, 7, , 5, 4, 
17/06/2020, 39, 24, 7, , 7, 5, 
18/06/2020, 42, 23, 9, , 8, 4, 
19/06/2020, 34, 21, 4, , 4, 4, 
20/06/2020, 34, 23, 5, , 5, 5, 
21/06/2020, 30, 24, 6, , 4, 5, 
22/06/2020, 41, 22, 5, , 2, 4, 
23/06/2020, 24, 19, 6, , 2, 3, 
24/06/2020, 25, 21, 10, , 2, , 
25/06/2020, 37, 24, 13, , 3, 4, 
26/06/2020, 44, 29, 13, , 2, 4, 
27/06/2020, 43, 29, 11, , 2, , 
28/06/2020, 36, 27, 12, , 2, 3, 
29/06/2020, 43, 30, 15, , 2, 3, 
30/06/2020, 43, 28, 10, , 2, 3, 
01/07/2020, 37, 24, 13, , 2, 3, 
02/07/2020, 30, 20, 12, , 2, 4, 
03/07/2020, 27, 21, 12, , 3, 3, 
04/07/2020, 27, 23, 15, , 3, 3, 
05/07/2020, 34, 23, 13, , 3, 3, 
06/07/2020, 34, 23, 8, , 3, 4, 
07/07/2020, 28, 25, 6, , 6, 4, 
08/07/2020, 37, 25, 4, , 10, 3, 
09/07/2020, 30, 24, 11, , 5, 3, 
10/07/2020, 35, 26, 7, , 3, 4, 
11/07/2020, 36, 28, 10, , 3, 4, 
12/07/2020, 34, 25, 6, , 3, 3, 
13/07/2020, 27, 23, 7, , 4, 3, 
14/07/2020, 30, 23, 6, , 3, , 
15/07/2020, 28, 24, 11, , 4, 4, 
16/07/2020, 31, 24, 11, , 4, 4, 
17/07/2020, 26, 23, 7, , 4, 4, 
18/07/2020, 30, 28, 12, , 4, 5, 
19/07/2020, 38, 23, 12, , 3, 3, 
20/07/2020, 27, 23, 14, , 2, 4, 
21/07/2020, 31, 24, 8, , 3, , 
22/07/2020, 31, 26, 8, , 2, 4, 
23/07/2020, 35, 25, 8, , 2, 3, 
24/07/2020, 36, 17, 7, , 3, 3, 
25/07/2020, 35, 17, 13, , 2, 3, 
26/07/2020, 49, 21, 12, , 2, 4, 
27/07/2020, 51, 18, 12, , 2, 3, 
28/07/2020, 50, 22, 8, , 2, 4, 
29/07/2020, 56, 27, 13, , 2, 5, 
30/07/2020, 67, 23, 16, , 2, 4, 
31/07/2020, 61, 24, 19, , 3, 4, 
01/08/2020, 65, 27, 23, , 1, 4, 
02/08/2020, 72, 24, 20, , 2, , 
03/08/2020, 61, 19, 7, , 4, , 
04/08/2020, 42, 15, 12, , 4, , 
05/08/2020, 39, 16, 11, , 1, , 
06/08/2020, 46, 19, 15, , 2, , 
07/08/2020, 55, 19, 15, , 2, 4, 
08/08/2020, 51, 21, 15, , 2, 4, 
09/08/2020, 59, 24, 18, , 1, 4, 
10/08/2020, 68, 26, 17, , 1, 4, 
11/08/2020, 73, 27, 11, , 1, 4, 
12/08/2020, 57, 20, 12, , 2, 4, 
13/08/2020, 48, 17, 6, , 2, 4, 
14/08/2020, 48, 20, 14, , 2, 6, 
15/08/2020, 57, 18, 15, , 3, 4, 
16/08/2020, 46, 16, 8, , 2, 5, 
17/08/2020, 37, 17, 10, , 3, 4, 
18/08/2020, 47, 18, 8, , 2, 4, 
19/08/2020, 44, 18, 9, , 2, 4, 
20/08/2020, 48, 18, 17, , 2, 4, 
21/08/2020, 47, 22, 14, , 2, 4, 
22/08/2020, 48, 22, 4, , 3, 5, 
23/08/2020, 47, 19, 15, , 2, 6, 
24/08/2020, 39, 19, 9, , 1, 5, 
25/08/2020, 34, 19, 10, , 1, 3, 
26/08/2020, 32, 20, 13, , 1, 3, 
27/08/2020, 43, 22, 15, , 1, 3, 
28/08/2020, 52, 23, 9, , 1, 5, 
29/08/2020, 52, 21, 13, , 2, 4, 
30/08/2020, 41, 21, 14, , 2, 4, 
31/08/2020, 48, 24, 11, , 2, , 
01/09/2020, 51, 26, 12, , 2, 3, 
02/09/2020, 47, 24, 7, , 3, 4, 
03/09/2020, 41, 21, 6, , 2, 3, 
04/09/2020, 31, 26, 3, , 3, 5, 
05/09/2020, 47, 21, 11, , 2, 4, 
06/09/2020, 36, 24, 16, , 2, 4, 
07/09/2020, 52, 26, 12, , 2, 3, 
08/09/2020, 45, 23, 10, , 4, 3, 
09/09/2020, 34, 21, 7, , 6, 4, 
10/09/2020, 42, 20, 10, , 6, 4, 
11/09/2020, 40, 22, 6, , 5, 5, 
12/09/2020, 40, 26, 4, , 4, 7, 
13/09/2020, 59, 28, 6, , 3, 7, 
14/09/2020, 53, 25, 14, , 2, 8, 
15/09/2020, 56, 25, 8, , 5, 6, 
16/09/2020, 47, 24, 15, , 3, 5, 
17/09/2020, 46, 25, 17, , 2, 6, 
18/09/2020, 56, 28, 15, , 2, 6, 
19/09/2020, 43, 26, 20, , 1, 7, 
20/09/2020, 53, 25, 12, , 1, 6, 
21/09/2020, 32, 19, 12, , 1, 4, 
22/09/2020, 31, 25, 13, , 1, 7, 
23/09/2020, 47, 22, 13, , 2, 6, 
24/09/2020, 39, 26, 17, , 1, 7, 
25/09/2020, 54, 25, 9, , 2, 3, 
26/09/2020, 38, 20, 12, , 3, 5, 
27/09/2020, 45, 24, 13, , 2, 6, 
28/09/2020, 47, 24, 6, , 1, 6, 
29/09/2020, 41, 25, 13, , 1, 7, 
30/09/2020, 44, 25, 8, , 3, 5, 
01/10/2020, 40, 23, 11, , 3, 5, 
02/10/2020, 44, 21, 10, , 4, 4, 
03/10/2020, 34, 21, 15, , 3, 5, 
04/10/2020, 52, 32, 16, , 3, 7, 
05/10/2020, 67, 32, 17, , 2, 7, 
06/10/2020, 59, 27, 14, , 4, 6, 
07/10/2020, 47, 22, 9, , 5, 4, 
08/10/2020, 36, 22, 9, , 8, 4, 
09/10/2020, 43, 21, 10, , 4, , 
10/10/2020, 44, 22, 10, , 3, 4, 
11/10/2020, 33, 19, 11, , 2, 3, 
12/10/2020, 38, 22, 17, , 1, 4, 
13/10/2020, 45, 30, 15, , 1, 4, 
14/10/2020, 64, 30, 19, , 2, 5, 
15/10/2020, 54, 33, 19, , 2, 5, 
16/10/2020, 58, 36, 17, , 2, 4, 
17/10/2020, 79, 33, 16, , 1, 4, 
18/10/2020, 55, 26, 20, , 2, 4, 
19/10/2020, 54, 25, 14, , 4, 4, 
20/10/2020, 53, 29, 32, , 3, 4, 
21/10/2020, 70, 26, 13, , 5, 3, 
22/10/2020, 40, 24, 14, , 5, 4, 
23/10/2020, 61, 33, 16, , 4, 5, 
24/10/2020, 64, 28, 14, , 5, 5, 
25/10/2020, 45, 26, 10, , 4, 5, 
26/10/2020, 55, 28, 15, , 5, 4, 
27/10/2020, 60, 33, 4, , 7, 7, 
28/10/2020, 77, 31, 11, , 4, 8, 
29/10/2020, 53, 30, 12, , 4, 8, 
30/10/2020, 54, 27, 21, , 3, 9, 
31/10/2020, 54, 27, 16, , 3, 11, 
01/11/2020, 53, 26, 17, , 5, 7, 
02/11/2020, 47, 25, 12, , 1, 5, 
03/11/2020, 53, 25, 6, , 1, 4, 
04/11/2020, 50, 27, 30, , 2, 5, 
05/11/2020, 58, 27, 15, , 3, 5, 
06/11/2020, 50, 27, 8, , 2, 7, 
07/11/2020, 54, 29, 11, , 3, 9, 
08/11/2020, 56, 31, 8, , 3, 7, 
09/11/2020, 65, 28, 14, , 4, 3, 
10/11/2020, 52, 33, 15, , 4, 6, 
11/11/2020, 62, 27, 18, , 1, 6, 
12/11/2020, 45, 25, 20, , 1, 8, 
13/11/2020, 53, 26, 16, , 1, 9, 
14/11/2020, 57, 25, 15, , 1, 9, 
15/11/2020, 50, 23, 21, , 1, 4, 
16/11/2020, 47, 23, 12, , 1, 3, 
17/11/2020, 52, 26, 30, , 3, 5, 
18/11/2020, 60, 29, 13, , 3, 6, 
19/11/2020, 54, 26, 13, , 1, 5, 
20/11/2020, 52, 26, 2, , 1, 4, 
21/11/2020, 65, 24, 10, , 3, 4, 
22/11/2020, 20, 21, 8, , 2, 7, 
23/11/2020, 37, 24, 8, , 2, 13, 
24/11/2020, 50, 25, 12, , 1, 5, 
25/11/2020, 51, 24, 5, , 1, 6, 
26/11/2020, 54, 28, 15, , 1, 7, 
27/11/2020, 55, 23, 8, , 2, 8, 
28/11/2020, 48, 25, 23, , 3, 10, 
29/11/2020, 49, 25, 12, , 1, 7, 
30/11/2020, 56, 28, 15, , 3, 5, 
01/12/2020, 55, 30, 17, , 5, 6, 
02/12/2020, 59, 28, 21, , 1, 8, 
03/12/2020, 56, 26, 14, , 1, 7, 
04/12/2020, 36, 25, 24, , 1, 5, 
05/12/2020, 56, 27, 27, , 1, 6, 
06/12/2020, 61, 29, 27, , 1, 7, 
07/12/2020, 60, 28, 25, , 1, 7, 
08/12/2020, 53, 25, 21, , 1, 7, 
09/12/2020, 47, 27, 21, , 1, 5, 
