date,pm25,pm10,o3,no2,so2,co,psi
27/08/2020, 48, 28, 20, , 2, 3, 
28/08/2020, 55, 32, 12, , 2, 5, 
29/08/2020, 50, 29, 21, , 2, 4, 
30/08/2020, 45, 26, 18, , 2, 3, 
31/08/2020, 44, 28, 15, , 2, 6, 
01/09/2020, 50, 26, 11, , 2, 5, 
02/09/2020, 51, 27, 10, , 2, 6, 
03/09/2020, 56, 25, 11, , 2, 5, 
04/09/2020, 35, 30, 2, , 2, 6, 
05/09/2020, 53, 27, 13, , 2, 4, 
06/09/2020, 46, 29, 19, , 1, 5, 
07/09/2020, 47, 28, 14, , 1, 3, 
08/09/2020, 39, 29, 17, , 2, 4, 
09/09/2020, 45, 30, 15, , 3, 3, 
10/09/2020, 45, 22, 16, , 6, 3, 
11/09/2020, 38, 21, 8, , 4, 3, 
12/09/2020, 46, 30, 8, , 3, 6, 
13/09/2020, 57, 30, 5, , 2, 4, 
14/09/2020, 52, 30, 22, , 2, 6, 
15/09/2020, 60, 25, 16, , 2, 3, 
16/09/2020, 44, 26, 25, , 2, 4, 
17/09/2020, 51, 25, 26, , 2, 3, 
18/09/2020, 49, 30, 29, , 3, 3, 
19/09/2020, 45, 27, 29, , 3, 3, 
20/09/2020, 49, 25, 14, , 2, 4, 
21/09/2020, 40, 23, 27, , 2, 3, 
22/09/2020, 46, 35, 19, , 3, 4, 
23/09/2020, 50, 30, 26, , 3, 3, 
24/09/2020, 45, 26, 20, , 2, 3, 
25/09/2020, 52, 27, 14, , 3, 3, 
26/09/2020, 37, 20, 21, , 4, 4, 
27/09/2020, 39, 24, 17, , 3, 5, 
28/09/2020, 48, 26, 7, , 3, 5, 
29/09/2020, 41, 28, 13, , 2, 5, 
30/09/2020, 43, 30, 9, , 1, 5, 
01/10/2020, 53, 31, 29, , 2, 2, 
02/10/2020, 52, 24, 15, , 3, 3, 
03/10/2020, 30, 24, 24, , 3, 5, 
04/10/2020, 53, 32, 25, , 3, 6, 
05/10/2020, 65, 33, 22, , 3, 5, 
06/10/2020, 62, 27, 17, , 3, 5, 
07/10/2020, 40, 22, 16, , 3, 4, 
08/10/2020, 38, 23, 14, , 3, 4, 
09/10/2020, 41, 23, 13, , 5, 5, 
10/10/2020, 43, 24, 23, , 4, 5, 
11/10/2020, 33, 21, 15, , 3, 4, 
12/10/2020, 34, 24, 24, , 2, 4, 
13/10/2020, 46, 31, 20, , 2, 5, 
14/10/2020, 59, 29, 26, , 2, 5, 
15/10/2020, 54, 31, 27, , 3, 5, 
16/10/2020, 56, 34, 29, , 3, 5, 
17/10/2020, 71, 30, 20, , 2, 5, 
18/10/2020, 52, 27, 61, , 3, 5, 
19/10/2020, 51, 31, 14, , 4, 6, 
20/10/2020, 64, 35, 39, , 2, 6, 
21/10/2020, 66, 25, 18, , 2, 4, 
22/10/2020, 36, 22, 29, , 2, 5, 
23/10/2020, 47, 28, 24, , 2, 6, 
24/10/2020, 59, 26, 16, , 4, 4, 
25/10/2020, 39, 24, 16, , 3, 5, 
26/10/2020, 46, 26, 22, , 2, 5, 
27/10/2020, 50, 28, 8, , 3, 6, 
28/10/2020, 63, 28, 20, , 4, 5, 
29/10/2020, 49, 29, 23, , 3, 5, 
30/10/2020, 50, 31, 27, , 2, 5, 
31/10/2020, 42, 26, 28, , 2, 6, 
01/11/2020, 47, 23, 17, , 2, 5, 
02/11/2020, 41, 24, 20, , 2, 6, 
03/11/2020, 49, 24, 6, , 2, 5, 
04/11/2020, 35, 22, 47, , 2, 4, 
05/11/2020, 55, 30, 24, , 3, 4, 
06/11/2020, 54, 29, 5, , 2, 4, 
07/11/2020, 48, 26, 10, , 2, 6, 
08/11/2020, 50, 26, 17, , 2, 6, 
09/11/2020, 48, 25, 13, , 2, 5, 
10/11/2020, 52, 31, 20, , 3, 5, 
11/11/2020, 57, 24, 25, , 2, 4, 
12/11/2020, 42, 25, 22, , 2, 4, 
13/11/2020, 48, 25, 16, , 2, 4, 
14/11/2020, 44, 26, 15, , 2, 4, 
15/11/2020, 37, 22, 20, , 1, 4, 
16/11/2020, 35, 23, 13, , 2, 4, 
17/11/2020, 36, 29, 39, , 2, 5, 
18/11/2020, 58, 33, 19, , 3, 5, 
19/11/2020, 51, 27, 14, , 2, 6, 
20/11/2020, 51, 29, 1, , 2, 8, 
21/11/2020, 57, 22, 6, , 2, 4, 
22/11/2020, 27, 21, 8, , 2, 6, 
23/11/2020, 40, 25, 5, , 2, 6, 
24/11/2020, 47, 23, 15, , 2, 5, 
25/11/2020, 35, 22, 10, , 2, 4, 
26/11/2020, 43, 22, 23, , 2, 3, 
27/11/2020, 38, 22, 18, , 2, 3, 
28/11/2020, 42, 25, 24, , 2, 3, 
29/11/2020, 39, 25, 18, , 2, 4, 
30/11/2020, 49, 28, 24, , 2, 4, 
01/12/2020, 47, 27, 20, , 2, 4, 
02/12/2020, 52, 30, 25, , 2, 4, 
03/12/2020, 43, 25, 19, , 2, 4, 
04/12/2020, 26, 25, 29, , 2, 5, 
05/12/2020, 38, 28, 33, , 2, , 
06/12/2020, 46, 28, 30, , 2, 5, 
07/12/2020, 52, 29, 27, , 2, 5, 
08/12/2020, 42, 23, 26, , 2, 4, 
09/12/2020, 37, 25, 21, , 2, 5, 
10/12/2020, 47, 23, 27, , 2, 4, 
11/12/2020, 43, 24, 20, , 2, 5, 
12/12/2020, 48, 20, 30, , 2, 4, 
13/12/2020, 37, 20, 13, , 2, 4, 
14/12/2020, 36, 19, 11, , 2, 4, 
15/12/2020, 34, 23, 7, , 2, 5, 
16/12/2020, 42, 22, 11, , 2, 5, 
17/12/2020, 36, 20, 5, , 2, 4, 
18/12/2020, 36, 19, 16, , 2, 4, 
19/12/2020, 31, 20, 20, , 2, 4, 
20/12/2020, 35, 21, 26, , 2, 6, 
21/12/2020, 42, 26, 27, , 2, 6, 
22/12/2020, 47, 27, 42, , 2, 7, 
23/12/2020, 53, 28, 25, , 2, 7, 
24/12/2020, 51, 29, 54, , 2, 6, 
25/12/2020, 54, 22, 21, , 2, 7, 
26/12/2020, 35, 19, 18, , 2, 7, 
27/12/2020, 31, 19, 15, , 2, 7, 
28/12/2020, 34, 24, 13, , 2, 9, 
29/12/2020, 45, 24, 17, , 2, 8, 
30/12/2020, 40, 25, 21, , 2, 6, 
31/12/2020, 50, 22, 21, , 2, 5, 
01/01/2021, 26, 16, 13, , , 5, 
02/01/2021, 21, 15, 6, , , , 
03/01/2021, 26, 16, 11, , 2, 4, 
04/01/2021, 23, 17, 16, , 2, 3, 
05/01/2021, 28, 17, 10, , 2, 2, 
06/01/2021, 27, 16, 7, , 2, 3, 
07/01/2021, 28, 18, 19, , 2, 3, 
08/01/2021, 35, 20, 20, , 2, 2, 
09/01/2021, 36, 17, 18, , 2, 3, 
10/01/2021, 24, 16, 25, , 2, 3, 
11/01/2021, 34, 22, 27, , 2, 3, 
12/01/2021, 39, 24, 25, , 2, 3, 
13/01/2021, 43, 25, 30, , 2, 3, 
14/01/2021, 47, 31, 33, , 2, 4, 
15/01/2021, 56, 28, 26, , 2, 3, 
16/01/2021, 46, 26, 26, , 2, 3, 
17/01/2021, 47, 31, 31, , 2, , 
18/01/2021, 55, 38, 26, , 2, 4, 
19/01/2021, 59, 35, 26, , 2, 4, 
20/01/2021, 57, 33, 30, , 2, 6, 
21/01/2021, 65, 28, 17, , 2, 5, 
22/01/2021, 45, 27, 20, , 2, 5, 
23/01/2021, 50, 22, 18, , 2, 4, 
24/01/2021, 35, 22, 16, , 2, 4, 
25/01/2021, 37, 23, 17, , 2, , 
26/01/2021, 44, 23, 13, , 2, 5, 
27/01/2021, 39, 21, 11, , 2, 4, 
28/01/2021, 44, 26, 16, , 2, 4, 
29/01/2021, 48, 30, 21, , 2, , 
30/01/2021, 53, 31, 21, , 2, 5, 
31/01/2021, 49, 30, 21, , 2, 5, 
01/02/2021, 48, 30, 19, , 2, 5, 
02/02/2021, 45, 29, 25, , 2, 4, 
03/02/2021, 48, 31, 21, , 2, 4, 
04/02/2021, 46, 28, 15, , 2, 4, 
05/02/2021, 44, 27, 20, , 2, , 
06/02/2021, 43, 28, 15, , 2, , 
07/02/2021, 45, 27, 14, , 2, 5, 
08/02/2021, 45, 27, 14, , 2, 4, 
09/02/2021, 46, 26, 11, , 2, , 
10/02/2021, 42, 24, 12, , 3, 4, 
11/02/2021, 40, 24, 17, , 3, 4, 
12/02/2021, 45, 25, 26, , 3, 5, 
13/02/2021, 49, 29, 28, , 3, , 
14/02/2021, 55, 32, 31, , 3, 6, 
15/02/2021, 60, 36, 35, , 3, 7, 
16/02/2021, 71, 35, 32, , 3, 5, 
17/02/2021, 62, 31, 29, , 3, 3, 
18/02/2021, 47, 29, 20, , 3, 4, 
19/02/2021, 55, 34, 18, , 3, 4, 
20/02/2021, 53, 33, 21, , 3, 5, 
21/02/2021, 56, 34, 22, , 3, 4, 
22/02/2021, 53, 31, 25, , 3, , 
23/02/2021, 52, 33, 25, , 3, 5, 
24/02/2021, 61, 38, 33, , 3, 5, 
25/02/2021, 70, 38, 56, , 1, 5, 
26/02/2021, 66, 41, 95, , 2, 6, 
27/02/2021, 79, 41, 60, , 2, 5, 
28/02/2021, 72, 39, 36, , 2, 6, 
01/03/2021, 71, 37, 22, , 1, 5, 
02/03/2021, 60, 27, 15, , 1, 5, 
03/03/2021, 48, 28, 14, , 2, 3, 
04/03/2021, 50, 26, 14, , 1, 3, 
05/03/2021, 45, 25, 13, , 1, 4, 
06/03/2021, 48, 24, 10, , 1, , 
07/03/2021, 36, 21, 16, , 1, 4, 
08/03/2021, 38, 25, 19, , 1, 4, 
09/03/2021, 52, 30, 22, , 1, 4, 
10/03/2021, 53, 30, 17, , 2, 4, 
11/03/2021, 42, 23, 11, , 1, 4, 
12/03/2021, 41, 23, 11, , 1, 4, 
13/03/2021, 41, 25, 15, , 1, 4, 
14/03/2021, 51, 29, 12, , 1, 5, 
15/03/2021, 54, 29, 19, , 1, 5, 
16/03/2021, 52, 29, 18, , 1, 5, 
17/03/2021, 52, 26, 17, , 1, 5, 
18/03/2021, 49, 28, 25, , 1, 5, 
19/03/2021, 58, 29, 18, , 1, 6, 
20/03/2021, 57, 27, 21, , 2, 5, 
21/03/2021, 53, 23, 14, , 2, 5, 
22/03/2021, 45, 24, 10, , 2, 4, 
23/03/2021, 38, 19, 5, , 1, 4, 
24/03/2021, 31, 20, 7, , 1, 5, 
25/03/2021, 37, 20, 22, , 1, 4, 
26/03/2021, 30, 18, 11, , 1, 4, 
27/03/2021, 37, 28, 96, , 3, 6, 
28/03/2021, 58, 26, 19, , 2, 5, 
29/03/2021, 43, 27, 28, , 2, 7, 
30/03/2021, 54, 27, 15, , 2, 5, 
31/03/2021, 43, 25, 18, , 2, 5, 
01/04/2021, 44, 26, 33, , 1, 6, 
02/04/2021, 52, 25, 29, , 1, 6, 
03/04/2021, 53, 25, 16, , 1, 6, 
04/04/2021, 47, 27, 14, , 1, 7, 
05/04/2021, 48, 25, 10, , 2, 6, 
06/04/2021, 43, 23, 18, , 1, 2, 
07/04/2021, 39, 24, 30, , 2, 4, 
08/04/2021, 48, 27, 15, , 2, 4, 
09/04/2021, 54, 32, 22, , 1, 4, 
10/04/2021, 66, 37, 24, , 1, 4, 
11/04/2021, 70, 36, 32, , 1, 4, 
12/04/2021, 64, 33, 23, , 2, 3, 
13/04/2021, 65, 30, 44, , 2, 3, 
14/04/2021, 57, 31, 24, , 2, 4, 
15/04/2021, 57, 38, 26, , 2, 7, 
16/04/2021, 70, 35, 13, , 3, 5, 
17/04/2021, 58, 31, 45, , 2, 6, 
18/04/2021, 67, 35, 17, , 2, 4, 
19/04/2021, 61, 38, 54, , 4, 5, 
20/04/2021, 79, 34, 30, , 3, 4, 
21/04/2021, 51, 35, 6, , 3, 5, 
22/04/2021, 62, 24, 20, , 2, 4, 
23/04/2021, 33, 22, 4, , 3, 5, 
24/04/2021, 41, 28, 26, , 3, 6, 
25/04/2021, 60, 32, 13, , 2, 5, 
26/04/2021, 62, 34, 9, , 2, 7, 
27/04/2021, 72, 33, 14, , 2, 6, 
28/04/2021, 62, 32, 16, , 2, 5, 
29/04/2021, 55, 33, 17, , 2, 8, 
30/04/2021, 69, 32, 25, , 2, 6, 
01/05/2021, 53, 23, 22, , 2, 4, 
02/05/2021, 36, 22, 22, , 2, 4, 
03/05/2021, 41, 26, 18, , 2, 5, 
04/05/2021, 49, 22, 20, , 2, 5, 
05/05/2021, 38, 23, 15, , 2, 6, 
06/05/2021, 55, 31, 18, , 4, 6, 
07/05/2021, 51, 23, 20, , 2, 5, 
08/05/2021, 47, 23, 28, , 2, 5, 
09/05/2021, 44, 30, 28, , 3, 5, 
10/05/2021, 56, 24, 16, , 2, 4, 
11/05/2021, 43, 25, 11, , 2, 5, 
12/05/2021, 56, 37, 17, , 2, 6, 
13/05/2021, 73, 30, 14, , 2, 6, 
14/05/2021, 58, 27, 28, , 4, 5, 
15/05/2021, 45, 23, 23, , 4, 5, 
16/05/2021, 38, 20, 7, , 3, 6, 
17/05/2021, 42, 23, 7, , 2, 5, 
18/05/2021, 42, 24, 10, , 2, 5, 
19/05/2021, 49, 32, 26, , 3, 5, 
20/05/2021, 69, 27, 8, , 1, 5, 
21/05/2021, 47, 29, 11, , 2, 6, 
22/05/2021, 58, 27, 31, , 3, 4, 
23/05/2021, 58, 26, 18, , 3, 5, 
24/05/2021, 52, 27, 18, , 2, 5, 
25/05/2021, 50, 27, 14, , 2, 5, 
26/05/2021, 47, 29, 12, , 2, 4, 
27/05/2021, 51, 30, 20, , 2, 3, 
28/05/2021, 63, 34, 17, , 4, 2, 
29/05/2021, 60, 26, 25, , 4, 2, 
30/05/2021, 50, 28, 14, , 2, 2, 
31/05/2021, 52, 27, 13, , 2, 2, 
01/06/2021, 63, 31, 12, , 2, 2, 
02/06/2021, 51, 31, 14, , 1, 4, 
03/06/2021, 52, 26, 16, , 1, 3, 
04/06/2021, 48, 30, 18, , 1, 3, 
05/06/2021, 64, 37, 30, , 2, 4, 
06/06/2021, 76, 32, 14, , 1, 3, 
07/06/2021, 70, 40, 23, , 1, 3, 
08/06/2021, 74, 36, 15, , 2, 3, 
09/06/2021, 79, 44, 21, , 2, 5, 
10/06/2021, 89, 38, 24, , 2, 4, 
11/06/2021, 66, 34, 23, , 1, 3, 
12/06/2021, 68, 32, 16, , 1, 3, 
13/06/2021, 49, 22, 16, , 2, 3, 
14/06/2021, 45, 28, 17, , 2, 5, 
15/06/2021, 54, 28, 35, , 2, 4, 
16/06/2021, 60, 34, 26, , 4, 4, 
17/06/2021, 61, 29, 9, , 2, 3, 
18/06/2021, 49, 28, 32, , 4, 4, 
19/06/2021, 62, 35, 21, , 2, 5, 
20/06/2021, 62, 29, 34, , 3, 4, 
21/06/2021, 65, 37, 20, , 5, 5, 
22/06/2021, 63, 30, 21, , 3, 5, 
23/06/2021, 40, 25, 33, , 3, 5, 
24/06/2021, 59, 32, 18, , 3, 7, 
25/06/2021, 68, 32, 11, , 3, 6, 
26/06/2021, 53, 26, 9, , 3, 7, 
27/06/2021, 51, 30, 12, , 2, 8, 
28/06/2021, 57, 26, 10, , 3, 5, 
29/06/2021, 44, 24, 18, , 2, 4, 
30/06/2021, 35, 20, 15, , 2, 2, 
01/07/2021, 36, 20, 14, , 2, 3, 
02/07/2021, 39, 25, 10, , 2, 3, 
03/07/2021, 49, 23, 11, , 3, 2, 
04/07/2021, 42, 22, 10, , 5, 2, 
05/07/2021, 45, 26, 18, , 2, 2, 
06/07/2021, 66, 41, 21, , 3, 3, 
07/07/2021, 86, 43, 26, , 2, 3, 
08/07/2021, 75, 32, 15, , 1, 4, 
09/07/2021, 46, 24, 5, , 1, 4, 
10/07/2021, 45, 23, 5, , 1, 4, 
11/07/2021, 38, 19, 9, , 1, 3, 
12/07/2021, 31, 18, 2, , 1, 3, 
13/07/2021, 32, 24, 5, , 1, 4, 
14/07/2021, 48, 34, 21, , 1, 4, 
15/07/2021, 62, 32, 22, , 1, 3, 
16/07/2021, 59, 33, 27, , 1, 2, 
17/07/2021, 60, 36, 24, , 2, 2, 
18/07/2021, 65, 32, 10, , 2, 2, 
19/07/2021, 58, 34, 25, , 2, 3, 
20/07/2021, 61, 30, 20, , 2, 2, 
21/07/2021, 58, 28, 18, , 2, 2, 
22/07/2021, 54, 31, 21, , 2, 2, 
23/07/2021, 61, 29, 23, , 3, 2, 
24/07/2021, 53, 26, 20, , 2, 2, 
25/07/2021, 52, 28, 15, , 1, 2, 
26/07/2021, 53, 32, 21, , 1, 4, 
27/07/2021, 54, 34, 17, , 2, 4, 
28/07/2021, 54, 34, 25, , 2, 4, 
29/07/2021, 67, 38, 28, , 2, 4, 
30/07/2021, 68, 39, 18, , 3, 5, 
31/07/2021, 64, 27, 9, , 3, 4, 
01/08/2021, 45, 23, 9, , 3, 5, 
02/08/2021, 56, 28, 18, , 2, 4, 
03/08/2021, 52, 27, 8, , 2, 4, 
04/08/2021, 38, 23, 17, , 2, 3, 
05/08/2021, 51, 26, 11, , 2, 3, 
06/08/2021, 52, 33, 11, , 2, 4, 
07/08/2021, 48, 36, 4, , 1, 7, 
08/08/2021, 39, 28, 10, , 1, 7, 
09/08/2021, 35, 22, 15, , 2, 4, 
10/08/2021, 32, 24, 13, , 1, 2, 
11/08/2021, 43, 28, 13, , 1, 3, 
12/08/2021, 50, 33, 8, , 2, 3, 
13/08/2021, 53, 26, 11, , 2, 2, 
14/08/2021, 43, 25, 16, , 2, 3, 
15/08/2021, 45, 21, 13, , 1, 2, 
16/08/2021, 31, 23, 9, , 1, 4, 
17/08/2021, 47, 23, 5, , 2, 3, 
18/08/2021, 39, 23, 17, , 1, 3, 
19/08/2021, 31, 22, 8, , 1, 3, 
20/08/2021, 46, 28, 14, , 2, 4, 
21/08/2021, 52, 23, 11, , 2, 2, 
22/08/2021, 43, 24, 17, , 3, 3, 
23/08/2021, 51, 24, 3, , 4, 2, 
24/08/2021, 39, 23, 7, , 5, 3, 
25/08/2021, 42, 27, 14, , 3, 2, 
26/08/2021, 56, 36, 12, , 3, 3, 
27/08/2021, 61, 26, 15, , 2, 2, 
28/08/2021, 51, 23, 7, , 2, 3, 
29/08/2021, 44, 23, 4, , 1, 4, 
30/08/2021, 43, 20, 16, , 2, 2, 
31/08/2021, 37, 24, 16, , 4, 1, 
01/09/2021, 47, 22, 5, , 3, 2, 
02/09/2021, 32, 21, 20, , 2, 4, 
03/09/2021, 45, 31, 23, , 2, 2, 
04/09/2021, 50, 24, 21, , 2, 2, 
05/09/2021, 40, 25, 14, , 2, 3, 
06/09/2021, 58, 33, 22, , 3, 3, 
07/09/2021, 58, 27, 15, , 4, 2, 
08/09/2021, 42, 23, 25, , 3, 2, 
09/09/2021, 52, 27, 16, , 3, 3, 
10/09/2021, 45, 27, 25, , 3, 4, 
11/09/2021, 62, 34, 23, , 2, 3, 
12/09/2021, 51, 26, 10, , 2, 3, 
13/09/2021, 52, 29, 17, , 2, 4, 
14/09/2021, 60, 30, 19, , 1, 4, 
15/09/2021, 47, 28, 13, , 1, 4, 
16/09/2021, 38, 24, 21, , 1, 4, 
17/09/2021, 32, 23, 13, , 2, 4, 
18/09/2021, 38, 25, 5, , 2, 4, 
19/09/2021, 45, 27, 18, , 2, 4, 
20/09/2021, 58, 31, 18, , 2, 4, 
21/09/2021, 63, 36, 18, , 2, 4, 
22/09/2021, 58, 30, 20, , 2, 4, 
23/09/2021, 45, 23, 20, , 1, 4, 
24/09/2021, 49, 32, 31, , 1, 4, 
25/09/2021, 63, 33, 20, , 2, 3, 
26/09/2021, 53, 23, 10, , 2, 2, 
27/09/2021, 46, 26, 19, , 2, 3, 
28/09/2021, 55, 32, 23, , 1, 4, 
29/09/2021, 65, 31, 2, , 2, 3, 
30/09/2021, 45, 25, 11, , 1, 4, 
01/10/2021, 50, 24, 14, , 1, 4, 
02/10/2021, 45, 31, 42, , 2, 5, 
03/10/2021, 64, 34, 26, , 3, 4, 
04/10/2021, 66, 36, 9, , 4, 4, 
05/10/2021, 61, 33, 20, , 4, 4, 
06/10/2021, 56, 32, 17, , 2, 3, 
07/10/2021, 47, 30, 29, , 2, 3, 
08/10/2021, 57, 27, 22, , 4, 3, 
09/10/2021, 50, 31, 16, , 2, 4, 
10/10/2021, 64, 33, 17, , 3, 3, 
11/10/2021, 39, 34, 18, , 3, 5, 
12/10/2021, 64, 39, 18, , 2, 5, 
13/10/2021, 67, 31, 22, , 2, 4, 
14/10/2021, 64, 34, 25, , 1, 4, 
15/10/2021, 64, 36, 26, , 1, 5, 
16/10/2021, 69, 38, 18, , 1, 5, 
17/10/2021, 65, 31, 20, , , 5, 
18/10/2021, 64, 30, 28, , 2, 5, 
19/10/2021, 58, 31, 10, , 1, 5, 
20/10/2021, 46, 24, 16, , 1, 5, 
21/10/2021, 40, 28, 24, , 2, 6, 
22/10/2021, 58, 33, 22, , 2, 6, 
23/10/2021, 62, 34, 31, , 2, 6, 
24/10/2021, 65, 33, 22, , 1, 7, 
25/10/2021, 66, 39, 30, , 1, 7, 
26/10/2021, 63, 32, 18, , 3, 6, 
27/10/2021, 47, 30, 11, , 5, 6, 
28/10/2021, 49, 27, 19, , 2, 5, 
29/10/2021, 39, 28, 21, , 1, 5, 
30/10/2021, 42, 29, 21, , 1, 6, 
31/10/2021, 47, 26, 13, , 1, 6, 
01/11/2021, 44, 27, 12, , 1, 7, 
02/11/2021, 46, 24, 19, , 1, 5, 
03/11/2021, 38, 29, 27, , 1, 7, 
04/11/2021, 51, 26, 19, , 1, 6, 
05/11/2021, 51, 30, 32, , 1, 7, 
06/11/2021, 66, 35, 20, , 2, 7, 
07/11/2021, 59, 28, 13, , 1, 7, 
08/11/2021, 47, 24, 14, , 1, 6, 
09/11/2021, 44, 22, 8, , 1, 5, 
10/11/2021, 35, 20, 18, , 1, 4, 
11/11/2021, 29, 21, 16, , 1, 5, 
12/11/2021, 33, 27, 8, , 2, 6, 
13/11/2021, 48, 23, 28, , 3, 6, 
14/11/2021, 50, 30, 15, , 1, 6, 
15/11/2021, 53, 34, 21, , 2, 6, 
16/11/2021, 65, 37, 25, , 2, 7, 
17/11/2021, 63, 32, 19, , 2, 6, 
18/11/2021, 55, 33, 32, , 2, 7, 
19/11/2021, 53, 28, 17, , 1, 7, 
20/11/2021, 46, 29, 24, , 1, 8, 
21/11/2021, 54, 24, 27, , 1, 6, 
22/11/2021, 45, 27, 14, , 2, 5, 
23/11/2021, 51, 33, 10, , 2, 7, 
24/11/2021, 65, 30, 34, , 2, 5, 
25/11/2021, 49, 25, 25, , 2, 4, 
26/11/2021, 44, 26, 23, , 2, 5, 
27/11/2021, 35, 23, 27, , 2, 5, 
28/11/2021, 44, 25, 14, , 2, 5, 
29/11/2021, 43, 29, 23, , 1, 6, 
30/11/2021, 51, 32, 20, , 2, 6, 
01/12/2021, 49, 26, 14, , 2, 6, 
02/12/2021, 43, 21, 15, , 1, 5, 
03/12/2021, 35, 25, 20, , 1, 5, 
04/12/2021, 48, 34, 25, , 1, 5, 
05/12/2021, 52, 32, 25, , 1, 5, 
06/12/2021, 50, 31, 24, , 1, 5, 
07/12/2021, 46, 35, 22, , 1, 5, 
08/12/2021, 50, 36, 25, , 1, 5, 
09/12/2021, 52, 31, 17, , 1, 5, 
10/12/2021, 43, 26, 11, , 1, 5, 
11/12/2021, 41, 30, 15, , 1, 5, 
12/12/2021, 36, 28, 19, , 1, 5, 
13/12/2021, 46, 32, 21, , 1, 5, 
14/12/2021, 52, 30, 15, , 1, 5, 
15/12/2021, 42, 29, 26, , 1, 5, 
16/12/2021, 48, 25, 18, , 1, 5, 
17/12/2021, 40, 23, 20, , 1, 6, 
18/12/2021, 46, 21, 16, , 1, 5, 
19/12/2021, 28, 21, 21, , 1, 5, 
20/12/2021, 42, 27, 28, , 1, 6, 
21/12/2021, 51, 28, 23, , 1, 6, 
22/12/2021, 48, 27, 17, , 1, 6, 
23/12/2021, 52, 26, 15, , 1, 5, 
24/12/2021, 43, 23, 13, , 1, 3, 
25/12/2021, 40, 27, 13, , 1, 3, 
26/12/2021, 52, 31, 14, , 1, 3, 
27/12/2021, 54, 30, 14, , 1, 3, 
28/12/2021, 45, 25, 13, , 1, 3, 
29/12/2021, 38, 24, 14, , 1, 3, 
30/12/2021, 34, 22, 10, , 1, 3, 
31/12/2021, 29, 20, 14, , 1, 3, 
01/01/2022, 28, 16, 9, , , 3, 
02/01/2022, 24, 16, 11, , 1, 4, 
03/01/2022, 31, 19, 9, , 1, 3, 
04/01/2022, 25, 23, 17, , 1, 4, 
05/01/2022, 35, 22, 16, , 1, 3, 
06/01/2022, 34, 23, 14, , 1, 4, 
07/01/2022, 40, 21, 15, , 1, 4, 
08/01/2022, 33, 26, 15, , 2, 4, 
09/01/2022, 47, 26, 17, , 2, 4, 
10/01/2022, 43, 26, 14, , 2, 4, 
11/01/2022, 48, 28, 21, , 2, 4, 
12/01/2022, 47, 33, 25, , 2, 4, 
13/01/2022, 48, 32, 26, , 2, 5, 
14/01/2022, 48, 35, 24, , 2, 5, 
15/01/2022, 50, 34, 21, , 2, 5, 
16/01/2022, 53, 31, 18, , 2, 5, 
17/01/2022, 56, 35, 21, , 2, 5, 
18/01/2022, 54, 34, 18, , 2, 4, 
19/01/2022, 53, 33, 21, , 2, 5, 
20/01/2022, 48, 32, 21, , 2, 5, 
21/01/2022, 47, 30, 21, , 2, 5, 
22/01/2022, 44, 28, 22, , 2, 5, 
23/01/2022, 45, 27, 26, , 2, 6, 
24/01/2022, 49, 26, 16, , 2, 5, 
25/01/2022, 35, 24, 18, , 2, 5, 
26/01/2022, 46, 30, 17, , 2, 5, 
27/01/2022, 57, 33, 26, , 2, 6, 
28/01/2022, 55, 33, 23, , 2, 6, 
29/01/2022, 50, 27, 23, , 2, 6, 
30/01/2022, 51, 29, 19, , 2, 6, 
31/01/2022, 45, 24, 19, , 1, 4, 
01/02/2022, 39, 21, 18, , 1, 4, 
02/02/2022, 32, 20, 16, , 1, 4, 
03/02/2022, 36, 27, 16, , 1, 4, 
04/02/2022, 48, 30, 13, , 1, 5, 
05/02/2022, 44, 27, 10, , 1, 5, 
06/02/2022, 37, 25, 9, , 1, 6, 
07/02/2022, 38, 20, 11, , 1, 5, 
08/02/2022, 23, 23, 9, , 1, 6, 
09/02/2022, 41, 20, 3, , 1, 7, 
10/02/2022, 35, 21, 8, , 1, 5, 
11/02/2022, 31, 22, 14, , 1, 4, 
12/02/2022, 33, 21, 13, , 1, 5, 
13/02/2022, 36, 21, 19, , 1, 5, 
14/02/2022, 41, 23, 15, , 1, 5, 
15/02/2022, 42, 24, 12, , 1, 5, 
16/02/2022, 48, 26, 36, , 1, 5, 
17/02/2022, 37, 17, 21, , 1, 5, 
18/02/2022, 28, 17, 24, , 1, 5, 
19/02/2022, 32, 23, 20, , 1, 6, 
20/02/2022, 46, 26, 21, , 1, 7, 
21/02/2022, 44, 26, 18, , 1, 6, 
22/02/2022, 38, 25, 16, , 1, 4, 
23/02/2022, 35, 17, 11, , 1, 4, 
24/02/2022, 25, 19, 20, , 1, 5, 
25/02/2022, 29, 22, 16, , 1, 7, 
26/02/2022, 40, 23, 12, , 1, 6, 
27/02/2022, 36, 27, 14, , 1, 7, 
28/02/2022, 46, 29, 13, , 1, 6, 
01/03/2022, 46, 27, 12, , 1, 5, 
02/03/2022, 41, 27, 10, , 1, 7, 
03/03/2022, 45, 25, 10, , 1, 6, 
04/03/2022, 31, 19, 18, , 1, 6, 
05/03/2022, 31, 23, 14, , 1, 7, 
06/03/2022, 40, 19, 9, , 1, 7, 
07/03/2022, 32, 25, 16, , 1, 5, 
08/03/2022, 36, 21, 14, , 1, 4, 
09/03/2022, 33, 25, 17, , 1, 4, 
