date,pm25,pm10,o3,no2,so2,co
17/12/2019, 50, 26, 6, 11, 3, 11
18/12/2019, 46, 35, 6, 13, 4, 11
19/12/2019, 63, 43, 6, 13, 4, 8
20/12/2019, 84, 52, 6, 11, 3, 9
21/12/2019, 102, 49, 5, 11, 3, 9
22/12/2019, 90, 76, 5, 12, 4, 15
23/12/2019, 154, 94, 4, 20, 4, 20
24/12/2019, 168, 41, 6, 15, 2, 9
25/12/2019, 49, 51, 6, 17, 5, 10
26/12/2019, 75, 44, 6, 11, 3, 7
27/12/2019, 68, 65, 6, 19, 7, 8
28/12/2019, 117, 74, 8, 22, 5, 11
29/12/2019, 144, , , , , 
31/12/2019, , 80, 4, 28, 4, 15
01/01/2020, 153, 65, 5, 25, 4, 15
02/01/2020, 118, 44, 6, 21, 3, 10
03/01/2020, 59, 44, 6, 21, 3, 12
04/01/2020, 70, 46, 6, 18, 2, 9
05/01/2020, 66, 47, 7, 17, 2, 9
06/01/2020, 63, 51, 6, 22, 2, 13
07/01/2020, 84, 48, 6, 18, 3, 12
08/01/2020, 62, 49, 6, 22, 4, 11
09/01/2020, 70, 41, 6, 15, 3, 8
10/01/2020, 52, 42, 6, 12, 3, 9
11/01/2020, 57, 38, 7, 13, 4, 8
12/01/2020, 61, 77, 4, 19, 8, 14
13/01/2020, 149, 90, 5, 28, 8, 18
14/01/2020, 171, 37, 6, 13, 3, 7
15/01/2020, 54, 41, 6, 15, 6, 12
16/01/2020, 60, 36, 8, 13, 5, 8
17/01/2020, 62, 49, 8, 12, 3, 10
18/01/2020, 97, 36, 10, 10, 3, 7
19/01/2020, 66, 46, 12, 13, 3, 11
20/01/2020, 92, 67, 7, 20, 4, 15
21/01/2020, 140, 56, 9, 15, 3, 14
22/01/2020, 111, 31, 12, 9, 2, 7
23/01/2020, 53, 23, 11, 6, 2, 5
24/01/2020, 43, 19, 17, 5, 2, 4
25/01/2020, 35, 15, 18, 9, 2, 5
26/01/2020, 23, 24, 15, 9, 3, 5
27/01/2020, 36, 36, 14, 9, 3, 5
28/01/2020, 62, 46, 14, 7, 3, 5
29/01/2020, 86, 56, 13, 16, 3, 8
30/01/2020, 115, 57, 9, 26, 5, 10
31/01/2020, 109, 70, 10, 20, 4, 9
01/02/2020, 142, 83, 12, 15, 4, 10
02/02/2020, 171, 60, 14, 10, 3, 13
03/02/2020, 124, 15, 18, 1, 3, 5
04/02/2020, 29, 24, 19, 1, 4, 9
05/02/2020, 46, 58, 6, 6, 4, 15
06/02/2020, 107, 57, 2, 6, 3, 15
07/02/2020, 108, 33, 2, , 4, 8
08/02/2020, 58, 15, 5, , 3, 5
09/02/2020, 27, 43, 3, , 7, 11
10/02/2020, 77, 52, 8, , 5, 11
11/02/2020, 99, 57, 4, 26, 4, 14
12/02/2020, 108, 42, 8, 21, 3, 15
13/02/2020, 81, 30, 14, 16, 3, 12
14/02/2020, 51, 40, 15, 18, 3, 12
15/02/2020, 62, 27, 15, 12, 4, 4
16/02/2020, 36, 40, 13, 17, 6, 6
17/02/2020, 64, 52, 14, 28, 15, 8
18/02/2020, 84, 63, 7, 33, 18, 10
19/02/2020, 116, 86, 6, 25, 8, 11
20/02/2020, 160, 98, 6, 26, 5, 12
21/02/2020, 189, 82, 16, 30, 5, 16
22/02/2020, 168, 71, 13, 32, 5, 14
23/02/2020, 137, 51, 12, 25, 4, 9
24/02/2020, 90, 47, 7, 20, 4, 9
25/02/2020, 81, 42, 5, 29, 4, 13
26/02/2020, 65, 41, 7, 24, 4, 10
27/02/2020, 66, 33, 7, 18, 3, 9
28/02/2020, 48, 34, 11, 16, 3, 7
29/02/2020, 47, 32, 12, 15, 3, 8
01/03/2020, 51, 28, 11, 14, 3, 9
02/03/2020, 43, 22, 11, 15, 3, 6
03/03/2020, 34, 23, 28, 17, 4, 6
04/03/2020, 38, 31, 8, 13, 4, 9
05/03/2020, 51, 61, 10, 22, 6, 12
06/03/2020, 112, 45, 9, 21, 4, 12
07/03/2020, 72, 45, 17, 18, 3, 9
08/03/2020, 76, 54, 33, 18, 3, 9
09/03/2020, 100, 45, 17, 17, 4, 7
10/03/2020, 70, 52, 15, 28, 6, 12
11/03/2020, 83, 40, 13, 21, 4, 13
12/03/2020, 71, 40, 14, 14, 4, 11
13/03/2020, 74, 37, 13, 16, 5, 8
14/03/2020, 60, 51, 10, 18, 6, 9
15/03/2020, 95, 59, 5, 22, 7, 17
16/03/2020, 121, 31, 11, 21, 4, 16
17/03/2020, 59, 16, 7, 9, 4, 8
18/03/2020, 32, 17, 7, 8, 4, 6
19/03/2020, 31, 47, 8, 22, 5, 12
20/03/2020, 80, 31, 16, 13, 4, 9
21/03/2020, 57, 22, 15, 8, 4, 7
22/03/2020, 40, 27, 14, 11, 4, 10
23/03/2020, 48, 19, 14, 7, 4, 6
24/03/2020, 31, 17, 14, 7, , 5
25/03/2020, 27, 13, 14, 4, , 4
26/03/2020, 23, 19, 17, 5, , 7
27/03/2020, 32, 21, 14, 4, , 6
28/03/2020, 34, 14, 46, 2, 4, 4
29/03/2020, 25, , , , , 
31/03/2020, , 36, 7, 6, 5, 5
01/04/2020, 65, 28, 5, 3, 5, 6
02/04/2020, 54, 25, 7, 6, 5, 8
03/04/2020, 48, 15, 6, 2, 5, 4
04/04/2020, 28, 8, 13, 1, 5, 4
05/04/2020, 14, 18, 11, 6, 5, 6
06/04/2020, 34, 36, 21, 7, 5, 6
07/04/2020, 69, 46, 17, 12, 5, 9
08/04/2020, 89, 41, 25, 11, 6, 8
09/04/2020, 76, 33, 23, 11, 6, 8
10/04/2020, 60, 22, 18, 6, 5, 6
11/04/2020, 42, 17, 22, 5, 5, 4
12/04/2020, 31, 22, 20, 5, 5, 4
13/04/2020, 42, 26, 38, 6, 6, 5
14/04/2020, 48, 31, 32, 8, 7, 6
15/04/2020, 57, 26, 17, 6, 4, 8
16/04/2020, 49, 15, 14, 2, 4, 5
17/04/2020, 28, 14, 17, 3, 4, 5
18/04/2020, 27, 17, 13, 1, 4, 6
19/04/2020, 33, 13, 14, 3, 34, 5
20/04/2020, 25, 15, 14, 4, 24, 7
21/04/2020, 24, 10, 13, 5, 15, 8
22/04/2020, 12, 6, 17, 2, 6, 5
23/04/2020, 7, 6, 16, 2, 10, 4
24/04/2020, 11, 11, 22, 3, 6, 5
25/04/2020, 15, 10, 18, 3, 6, 5
26/04/2020, 14, 11, 27, 8, 7, 8
27/04/2020, 17, 44, 37, 11, 16, 8
28/04/2020, 55, 67, 42, 10, 11, 10
29/04/2020, 99, 48, 24, 5, 6, 8
30/04/2020, 61, 35, 12, 6, 5, 8
01/05/2020, 49, 40, 23, 3, 5, 6
02/05/2020, 47, 33, 16, 4, 5, 8
03/05/2020, 41, 36, 21, 7, 5, 8
04/05/2020, 40, 39, 17, 6, 5, 10
05/05/2020, 47, 37, 13, 4, 5, 10
06/05/2020, 42, 41, 13, 5, 5, 10
07/05/2020, 51, 40, 17, 5, 5, 9
08/05/2020, 46, 40, 18, 5, 5, 10
09/05/2020, 52, 39, 25, 4, 5, 7
10/05/2020, 44, 32, 14, 5, 5, 10
11/05/2020, 37, 25, 14, 5, 5, 9
12/05/2020, 30, 28, 15, 4, 6, 9
13/05/2020, 32, 23, 19, 4, 6, 8
14/05/2020, 22, 27, 15, 3, 5, 6
15/05/2020, 32, 29, 18, 2, 6, 7
16/05/2020, 35, 24, 15, , 6, 7
17/05/2020, 26, 28, 30, , 6, 9
18/05/2020, 32, 39, 18, , 6, 10
19/05/2020, 49, 32, 17, , 6, 10
20/05/2020, 33, 45, 24, 12, 6, 11
21/05/2020, 44, 41, 15, 10, 6, 9
22/05/2020, 38, 28, 19, 7, 6, 8
23/05/2020, 37, 37, 17, 8, 6, 9
24/05/2020, 48, 30, 26, 7, 6, 9
25/05/2020, 34, 21, 20, 4, 7, 5
26/05/2020, 27, 27, 21, 7, 7, 7
27/05/2020, 35, 47, 24, 9, 8, 10
28/05/2020, 56, 35, 18, 9, 6, 9
29/05/2020, 41, 31, 19, 9, 6, 9
30/05/2020, 34, 32, 17, 6, 6, 7
31/05/2020, 28, 29, 16, 11, 7, 11
01/06/2020, 24, 39, 15, 11, 7, 11
02/06/2020, 41, 32, 31, 7, 6, 9
03/06/2020, 35, 32, 24, 7, 6, 8
04/06/2020, 36, 36, 24, 11, 6, 10
05/06/2020, 47, 40, 17, 13, 7, 10
06/06/2020, 51, 42, 18, 13, 8, 8
07/06/2020, 42, 39, 15, 11, 9, 7
08/06/2020, 36, 50, 26, 16, 10, 9
09/06/2020, 37, 36, 20, 14, 7, 8
10/06/2020, 33, 31, 17, 13, 7, 9
11/06/2020, 34, 30, 19, 13, 7, 7
12/06/2020, 29, 28, 17, 12, 7, 7
13/06/2020, 28, 28, 12, 12, 7, 9
14/06/2020, 35, 25, 12, 16, 6, 11
15/06/2020, 35, 26, 16, 11, 1, 6
16/06/2020, 21, 30, 13, 11, 2, 6
17/06/2020, 22, 25, 11, 11, 1, 7
18/06/2020, 18, 24, 12, 13, 1, 8
19/06/2020, 20, 23, 20, 10, 1, 5
20/06/2020, 21, 27, 23, 10, 1, 4
21/06/2020, 24, 28, 18, 13, 1, 7
22/06/2020, 21, 33, 22, 17, 2, 7
23/06/2020, 22, 36, 16, 18, 1, 8
24/06/2020, 23, 43, 20, 19, 2, 10
25/06/2020, 50, 30, 18, 11, 1, 6
26/06/2020, 23, 27, 27, 12, 1, 4
27/06/2020, 20, 27, 23, 11, 1, 4
28/06/2020, 23, 31, 18, 15, 3, 9
29/06/2020, 28, 31, 26, 17, 1, 8
30/06/2020, 30, 32, 17, 17, 2, 11
01/07/2020, 33, 30, 17, 17, 2, 11
02/07/2020, 32, 24, 18, 14, 2, 10
03/07/2020, 24, 19, 17, 15, 2, 10
04/07/2020, 24, 21, 16, 11, 2, 8
05/07/2020, 23, 20, 19, 9, 2, 6
06/07/2020, 20, 26, 23, 10, 2, 6
07/07/2020, 27, 27, 18, 11, 2, 7
08/07/2020, 24, 32, 18, 10, 2, 7
09/07/2020, 23, 35, 18, 11, 2, 8
10/07/2020, 22, 43, 18, 13, 4, 10
11/07/2020, 29, 37, 20, 13, 2, 10
12/07/2020, 34, 34, 24, 14, 2, 8
13/07/2020, 32, 29, 31, 17, 2, 8
14/07/2020, 31, 27, 24, 11, 2, 6
15/07/2020, 27, 25, 22, 7, 2, 6
16/07/2020, 24, 26, 22, 8, 2, 6
17/07/2020, 22, 27, 23, 8, 2, 5
18/07/2020, 24, 28, 22, 8, 2, 5
19/07/2020, 26, 24, 20, 9, 2, 10
20/07/2020, 29, 24, 14, 6, 4, 7
21/07/2020, 27, 21, 14, 5, 3, 6
22/07/2020, 20, 21, 14, , 3, 6
23/07/2020, 19, 24, 14, , 3, 8
24/07/2020, 25, 25, 16, , 3, 6
25/07/2020, 21, 21, 15, , 3, 6
26/07/2020, 23, 42, 15, , 4, 10
27/07/2020, 51, 53, 28, , 4, 12
28/07/2020, 76, 44, 16, , 3, 13
29/07/2020, 54, 37, 15, 12, 3, 11
30/07/2020, 44, 33, 16, 16, 3, 9
31/07/2020, 43, 24, 14, 9, 3, 4
01/08/2020, 31, 10, 13, 6, 3, 4
02/08/2020, 15, 20, 13, 10, 4, 12
03/08/2020, 32, 19, 12, 9, 4, 13
04/08/2020, 27, 20, 13, 10, 3, 15
05/08/2020, 29, 13, 12, 8, 3, 13
06/08/2020, 20, 15, 12, 6, 3, 14
07/08/2020, 21, 20, 13, 6, 3, 21
08/08/2020, 24, 19, 13, 8, 3, 21
09/08/2020, 23, 24, 17, 14, 3, 21
10/08/2020, 26, 19, 8, 19, 4, 11
11/08/2020, 14, 21, 12, 12, 4, 10
12/08/2020, 23, 13, 12, 11, 3, 9
13/08/2020, 17, 13, 11, 7, 4, 10
14/08/2020, 19, 16, 6, 8, 4, 10
15/08/2020, 22, 32, 6, 9, 4, 9
16/08/2020, 43, 13, 6, 9, 4, 10
17/08/2020, 19, 8, , 8, 4, 11
18/08/2020, 13, 21, , 12, 4, 14
19/08/2020, 28, 30, , 12, 4, 8
20/08/2020, 41, 19, , 17, 4, 14
21/08/2020, 23, 19, , 11, 4, 7
22/08/2020, 26, 24, , 10, 4, 8
23/08/2020, 32, 22, , 12, 4, 9
24/08/2020, 26, 19, , 9, 4, 7
25/08/2020, 21, 26, , 13, 4, 7
26/08/2020, 30, 39, , 16, 4, 7
27/08/2020, 50, 30, , 15, 4, 11
28/08/2020, 38, 26, , 15, 4, 9
29/08/2020, 32, 30, , 17, 5, 8
30/08/2020, 37, 32, , 14, 5, 9
31/08/2020, 40, 32, , 18, 5, 9
01/09/2020, 40, 51, , 15, 4, 7
02/09/2020, 76, 48, , 21, 4, 11
03/09/2020, 71, 38, , 18, 4, 12
04/09/2020, 55, 28, , 12, 4, 7
05/09/2020, 35, 23, , 13, 4, 7
06/09/2020, 28, 12, , 12, 4, 7
07/09/2020, 17, 36, , 19, 5, 12
08/09/2020, 47, 23, , 14, 6, 11
09/09/2020, 30, 24, , 10, 5, 11
10/09/2020, 31, 23, , 15, 5, 12
11/09/2020, 28, 22, , 11, 4, 11
12/09/2020, 28, 17, , 9, 4, 9
13/09/2020, 25, 18, , 10, 5, 13
14/09/2020, 23, 18, , 9, 5, 10
15/09/2020, 22, 21, , 10, 5, 11
16/09/2020, 25, 28, , 14, 5, 12
17/09/2020, 33, 12, , 6, 5, 3
18/09/2020, 15, 12, , 7, 5, 5
19/09/2020, 18, 24, , 9, 5, 10
20/09/2020, 36, 28, , 10, 6, 12
21/09/2020, 40, 14, , 8, 5, 11
22/09/2020, 19, 20, , 9, 6, 12
23/09/2020, 27, 14, , 10, 5, 7
24/09/2020, 19, 27, , 13, 6, 10
25/09/2020, 37, 16, , 10, 5, 9
26/09/2020, 22, 13, , 6, 5, 6
27/09/2020, 20, 22, , 15, 5, 10
28/09/2020, 32, 31, , 16, 5, 11
29/09/2020, 44, 22, , 13, 5, 12
30/09/2020, 28, 16, , 13, 5, 14
01/10/2020, 22, 26, , 17, 6, 13
02/10/2020, 37, 28, , 13, 6, 15
03/10/2020, 40, 21, , 9, 6, 10
04/10/2020, 33, 20, , 8, 6, 15
05/10/2020, 28, 22, , 1, 6, 5
06/10/2020, 33, 15, , , 6, 5
07/10/2020, 20, 19, , 8, 6, 4
08/10/2020, 27, 16, , 8, 6, 5
09/10/2020, 21, 22, , 9, 7, 4
10/10/2020, 32, 24, , 10, 7, 4
11/10/2020, 39, 39, , 17, 8, 8
12/10/2020, 60, 38, , 17, 8, 6
13/10/2020, 56, 14, , 8, 6, 4
14/10/2020, 26, 9, , 8, 6, 5
15/10/2020, 16, 12, , 8, 6, 5
16/10/2020, 18, 13, , 10, 7, 4
17/10/2020, 15, 16, , 10, 7, 5
18/10/2020, 26, 20, , 12, 7, 6
19/10/2020, 28, 20, , 14, 9, 5
20/10/2020, 25, 21, , 15, 8, 6
21/10/2020, 25, 36, , 20, 10, 7
22/10/2020, 46, 51, , 27, 10, 12
23/10/2020, 75, 53, , 29, 11, 11
24/10/2020, 80, 48, , 19, 9, 7
25/10/2020, 76, 33, , 17, 7, 6
26/10/2020, 55, 37, , 23, 7, 12
27/10/2020, 57, 38, , 15, 7, 8
28/10/2020, 60, 25, , 12, 7, 5
29/10/2020, 44, 13, , 13, 7, 7
30/10/2020, 24, 23, , 15, 7, 10
31/10/2020, 35, 47, , 22, 8, 11
01/11/2020, 74, 37, , 18, 8, 10
02/11/2020, 62, 19, , 14, 9, 6
03/11/2020, 26, 36, 14, 22, 6, 11
04/11/2020, 56, 54, 15, 34, 3, 14
05/11/2020, 91, 59, 13, 31, 2, 14
06/11/2020, 112, 31, 18, 17, 2, 9
07/11/2020, 53, 26, 25, 18, 3, 7
08/11/2020, 47, 32, 29, 24, 5, 8
09/11/2020, 54, 38, 30, 25, 7, 8
10/11/2020, 65, 40, 26, 30, 7, 11
11/11/2020, 60, 45, 39, 31, 5, 11
12/11/2020, 73, 41, 34, 30, 5, 10
13/11/2020, 66, 39, 31, 24, 5, 8
14/11/2020, 67, 26, 21, 14, 1, 6
15/11/2020, 49, 23, 3, 12, 1, 10
16/11/2020, 45, 23, 6, 15, 1, 13
17/11/2020, 37, 22, 5, 13, 1, 10
18/11/2020, 30, 26, 4, 13, 1, 12
19/11/2020, 36, 25, 4, 13, 1, 11
20/11/2020, 35, 19, 5, 12, 1, 6
21/11/2020, 26, 23, 6, 14, 1, 6
22/11/2020, 34, 31, 5, 19, 1, 10
23/11/2020, 38, 32, 4, 24, 2, 9
24/11/2020, 47, 37, 8, 28, 2, 8
25/11/2020, 60, 34, 5, 29, 1, 8
26/11/2020, 50, 35, 18, 24, 2, 7
27/11/2020, 59, 25, 12, 14, 2, 5
28/11/2020, 44, 20, 18, 14, 2, 4
29/11/2020, 34, 27, 21, 20, 3, 5
30/11/2020, 46, 40, 15, 27, 6, 7
01/12/2020, 70, 46, 12, 27, 4, 8
02/12/2020, 84, 37, 13, 20, 3, 7
03/12/2020, 70, 23, 15, 18, 3, 6
04/12/2020, 42, 27, 16, 19, 3, 6
05/12/2020, 50, 43, 19, 26, 4, 7
06/12/2020, 82, 50, 26, 25, 4, 7
07/12/2020, 100, 40, 17, 26, 4, 8
08/12/2020, 78, 50, 14, 34, 4, 11
09/12/2020, 103, 55, 24, 38, 6, 11
10/12/2020, 113, 49, 16, 32, 4, 12
11/12/2020, 103, 37, 13, 28, 4, 9
12/12/2020, 73, 32, 8, 21, 2, 8
13/12/2020, 63, 26, 5, 16, 2, 8
14/12/2020, 49, 13, 5, 11, 1, 7
15/12/2020, 25, 13, 6, 9, 2, 6
16/12/2020, 26, 17, 7, 8, 1, 5
17/12/2020, 34, 20, 8, 8, 1, 5
18/12/2020, 38, 24, 15, 11, 2, 5
19/12/2020, 47, 26, 20, 12, 3, 4
20/12/2020, 50, 34, 25, 18, 4, 7
21/12/2020, 66, 48, 25, 28, 4, 9
22/12/2020, 96, 48, 12, 30, 8, 11
23/12/2020, 98, 37, 16, 23, 4, 9
24/12/2020, 74, 51, 13, 32, 8, 13
25/12/2020, 107, 48, 5, 28, 6, 13
26/12/2020, 95, 50, 3, 17, 3, 12
27/12/2020, 102, 27, 6, 16, 2, 12
28/12/2020, 54, 17, 6, 17, 2, 10
29/12/2020, 33, 24, 14, 16, 3, 9
30/12/2020, 43, 31, 17, 24, 6, 9
31/12/2020, 58, 43, 29, 23, 6, 10
01/01/2021, 86, 66, 30, 26, 7, 11
02/01/2021, 143, 63, 18, 23, 7, 9
03/01/2021, 136, 62, 22, 26, 8, 10
04/01/2021, 138, 72, 12, 27, 7, 14
05/01/2021, 154, 57, 15, 16, 4, 10
06/01/2021, 125, 49, 7, 15, 4, 10
07/01/2021, 106, 14, 11, 8, 2, 8
08/01/2021, 29, 22, 12, 11, 4, 6
09/01/2021, 43, 26, 13, 13, 4, 6
10/01/2021, 52, 32, 17, 14, 4, 7
11/01/2021, 62, 31, 22, 22, 5, 12
12/01/2021, 60, 50, 17, 28, 10, 14
13/01/2021, 103, 57, 23, 31, 13, 12
14/01/2021, 122, 62, 4, 30, 6, 17
15/01/2021, 138, 60, 4, 25, 10, 15
16/01/2021, 135, 47, 12, 13, 4, 8
17/01/2021, 100, 36, 23, 18, 4, 10
18/01/2021, 73, 42, 16, 27, 7, 13
19/01/2021, 87, 48, 8, 27, 8, 15
20/01/2021, 100, 68, 4, 15, 4, 18
21/01/2021, 141, 63, 9, , 4, 17
22/01/2021, 133, 63, 6, , 4, 14
23/01/2021, 133, 49, 14, , 4, 11
24/01/2021, 102, 35, 7, 25, 3, 14
25/01/2021, 60, 28, 8, 20, 2, 12
26/01/2021, 39, 24, 10, 23, 3, 12
27/01/2021, 32, 25, 5, 18, 3, 11
28/01/2021, 37, 36, 2, 18, 5, 10
29/01/2021, 61, 55, 2, 37, 6, 21
30/01/2021, 101, 51, 3, 23, 8, 15
31/01/2021, 95, 40, 3, 22, 7, 12
01/02/2021, 57, 36, 7, 26, 9, 12
02/02/2021, 53, 38, 17, 32, 9, 10
03/02/2021, 55, 41, 15, 37, 9, 13
04/02/2021, 65, 40, 12, 38, 9, 12
05/02/2021, 62, 39, 18, 35, 9, 10
06/02/2021, 62, 38, 15, 34, 10, 10
07/02/2021, 62, 37, 19, 25, 9, 8
08/02/2021, 65, 13, 23, 18, 6, 6
09/02/2021, 26, 33, 25, 24, 9, 10
10/02/2021, 61, 25, 35, 22, 8, 7
11/02/2021, 46, 25, 30, 21, 8, 6
12/02/2021, 47, 23, 35, 22, 8, 6
13/02/2021, 43, 21, 28, 25, 8, 6
14/02/2021, 38, 25, 19, 24, 8, 7
15/02/2021, 48, 28, 16, 24, 8, 7
16/02/2021, 53, 25, 17, 20, 8, 7
17/02/2021, 46, 33, 16, 13, 10, 9
18/02/2021, 60, 42, 24, 13, 11, 13
19/02/2021, 77, 37, 34, 11, 11, 8
20/02/2021, 70, 29, 35, 10, 10, 6
21/02/2021, 52, 23, 17, 10, 8, 8
22/02/2021, 42, 23, 16, 8, 7, 10
23/02/2021, 43, 19, 21, 1, 6, 5
24/02/2021, 32, 21, 12, 1, 6, 6
25/02/2021, 34, 20, 8, 2, 6, 10
26/02/2021, 33, 26, 7, 1, 6, 7
27/02/2021, 47, 26, 5, 2, 7, 10
28/02/2021, 51, 23, 6, 6, 7, 15
01/03/2021, 44, 22, 7, 16, 7, 10
02/03/2021, 35, 36, 7, 16, 7, 12
03/03/2021, 65, 30, 7, 15, 7, 13
04/03/2021, 59, 19, 6, 16, 7, 16
05/03/2021, 37, 20, 12, 16, 7, 11
06/03/2021, 38, 20, 14, 16, 7, 9
07/03/2021, 37, 20, 13, 16, 7, 13
08/03/2021, 39, 10, 8, 15, 7, 7
09/03/2021, 21, 10, 12, 15, 7, 6
10/03/2021, 20, 11, 10, 15, 7, 8
11/03/2021, 22, 11, 12, 16, 7, 8
12/03/2021, 20, 12, 10, 16, 7, 11
13/03/2021, 24, 12, 16, 16, 7, 8
14/03/2021, 24, 8, 15, 15, 7, 6
15/03/2021, 16, 9, 12, 15, 7, 10
16/03/2021, 17, 8, 11, 15, 7, 8
17/03/2021, 16, 7, 10, 15, 7, 11
18/03/2021, 15, 5, 10, 14, 7, 8
19/03/2021, 10, 3, 11, 14, 7, 9
20/03/2021, 7, 3, 16, 14, 7, 5
21/03/2021, 5, 33, 19, 15, 7, 6
22/03/2021, 51, 61, 24, 17, 9, 8
23/03/2021, 81, 63, 9, 18, 11, 12
24/03/2021, 101, 58, 11, 18, 8, 17
25/03/2021, 113, 34, 9, 16, 7, 10
26/03/2021, 59, 22, 9, 15, 7, 8
27/03/2021, 38, 25, 7, 15, 7, 10
28/03/2021, 42, 39, 11, 15, 7, 11
29/03/2021, 63, 43, 14, 16, 7, 14
30/03/2021, 67, 49, 13, 16, 7, 13
31/03/2021, 74, 37, 15, 15, 7, 12
01/04/2021, 54, 28, 16, 15, 7, 12
02/04/2021, 44, 34, 16, 15, 8, 11
03/04/2021, 53, 43, 16, 16, 8, 11
04/04/2021, 66, 41, 9, 16, 8, 14
05/04/2021, 63, 44, 22, 16, 8, 10
06/04/2021, 70, 31, 20, 16, 7, 9
07/04/2021, 44, 32, 18, 15, 8, 10
08/04/2021, 44, 30, 10, 15, 8, 7
09/04/2021, 46, 43, 9, 14, 8, 9
10/04/2021, 77, 44, 13, 15, 8, 10
11/04/2021, 78, 28, 16, 14, 8, 5
12/04/2021, 37, 23, 18, 15, 8, 7
13/04/2021, 33, 24, 18, 14, 8, 7
14/04/2021, 33, 24, 21, 14, 8, 8
15/04/2021, 35, 26, 21, 14, 8, 8
16/04/2021, 36, 20, 18, 14, 7, 6
17/04/2021, 33, 35, 9, 15, 9, 9
18/04/2021, 57, 27, 16, 15, 8, 8
19/04/2021, 41, 21, 22, 14, 8, 5
20/04/2021, 28, 22, 24, 13, 7, 4
21/04/2021, 29, 24, 25, 14, 8, 6
22/04/2021, 31, 23, 24, 14, 8, 6
23/04/2021, 32, 27, 24, 14, 8, 5
24/04/2021, 39, 32, 26, 15, 8, 9
25/04/2021, 54, 27, 22, 16, 8, 9
26/04/2021, 48, 22, 10, 16, 10, 9
27/04/2021, 32, 22, 16, 15, 9, 6
28/04/2021, 36, 15, 38, 16, 9, 5
29/04/2021, 19, , , , , 
03/05/2021, , 19, 18, 14, 7, 4
04/05/2021, 24, 18, 25, 16, 8, 7
05/05/2021, 29, 30, 24, 16, 8, 7
06/05/2021, 40, 27, 22, 15, 8, 6
07/05/2021, 39, 25, 21, 14, 8, 5
08/05/2021, 33, 20, 23, 14, 8, 4
09/05/2021, 28, 23, 25, 14, 8, 4
10/05/2021, 34, 25, 32, 15, 8, 7
11/05/2021, 36, 23, 25, 15, 8, 6
12/05/2021, 32, 23, 26, 15, 8, 5
13/05/2021, 36, 16, 24, 15, 8, 4
14/05/2021, 24, 17, 25, 13, 8, 3
15/05/2021, 24, 20, 31, 13, 8, 4
16/05/2021, 29, 16, 31, 13, 8, 4
17/05/2021, 22, 14, 30, 13, 8, 4
18/05/2021, 18, 19, 24, 14, 8, 5
19/05/2021, 24, 19, 29, 15, 8, 6
20/05/2021, 24, 19, 27, 14, 8, 5
21/05/2021, 26, 17, 33, 13, 9, 4
22/05/2021, 24, 16, 40, 13, 9, 4
23/05/2021, 22, 9, 35, 16, 9, 4
24/05/2021, 14, 8, 15, 14, 9, 5
25/05/2021, 7, 8, 24, 14, 9, 6
26/05/2021, 7, 8, 25, 14, 9, 6
27/05/2021, 7, 7, 24, 15, 9, 6
28/05/2021, , 9, 24, 14, 9, 4
29/05/2021, 7, 7, 32, 14, 9, 5
30/05/2021, 8, 19, 29, 16, 9, 6
31/05/2021, 20, 22, 25, 15, 9, 6
01/06/2021, 24, 25, 32, 15, 9, 6
02/06/2021, 31, 25, 30, 14, 9, 6
03/06/2021, 32, 19, 22, 15, 10, 3
04/06/2021, 23, 31, 35, 16, 12, 6
05/06/2021, 44, 49, 27, 16, 10, 7
06/06/2021, 84, 24, 24, 17, 10, 7
07/06/2021, 38, 18, 24, 17, 10, 7
08/06/2021, 30, 16, 23, 18, 9, 7
09/06/2021, 26, 16, 25, 17, 10, 10
10/06/2021, 23, 17, 25, 18, 9, 9
11/06/2021, 22, 16, 22, 15, 10, 4
12/06/2021, 25, 7, 22, 14, 10, 4
13/06/2021, 10, 11, 23, 15, 10, 5
14/06/2021, 13, 16, 23, 16, 10, 7
15/06/2021, 16, 16, 24, 16, 8, 7
16/06/2021, 19, 9, 29, 16, 5, 7
17/06/2021, 7, 15, 31, 16, 7, 6
18/06/2021, 13, 14, 26, 15, 7, 5
19/06/2021, 13, 19, 22, 14, 7, 5
20/06/2021, 16, 23, 27, 14, 7, 6
21/06/2021, 21, 25, 29, 14, 7, 5
22/06/2021, 32, 14, 24, 13, 7, 6
23/06/2021, 18, 20, 23, 14, 7, 10
24/06/2021, 27, 22, 21, 13, 7, 10
25/06/2021, 27, 16, 23, 11, 8, 7
26/06/2021, 18, 14, 22, 11, 7, 5
27/06/2021, 16, 16, 22, 11, 7, 6
28/06/2021, 12, 17, 20, 11, 8, 7
29/06/2021, 14, 16, 21, 11, 8, 6
30/06/2021, 14, 17, 20, 11, 7, 5
01/07/2021, 14, 15, 19, 11, 8, 5
02/07/2021, 12, 17, 23, 10, 8, 5
03/07/2021, 18, 15, 22, 10, 8, 6
04/07/2021, 18, 11, 21, 11, 8, 7
05/07/2021, 13, 16, 25, 11, 8, 9
06/07/2021, 19, 16, 21, 11, 8, 6
07/07/2021, 22, 9, 20, 11, 7, 10
08/07/2021, 14, 11, 17, 11, 8, 7
09/07/2021, 15, 14, 17, 11, 8, 7
10/07/2021, 18, 12, 17, 11, 8, 5
11/07/2021, 16, 13, 18, 17, 9, 5
