date,pm25,pm10,o3,no2,so2,co,psi
20/07/2016, 48, 20, 5, 16, 12, 3, 50
21/07/2016, 50, 26, 4, 22, 9, 4, 59
22/07/2016, 69, 20, 9, 14, 6, 2, 44
23/07/2016, 39, 16, 7, 13, 4, 2, 38
24/07/2016, 37, 16, 5, 13, 6, 3, 43
25/07/2016, 41, 19, 4, 13, 7, 3, 52
26/07/2016, 44, 18, 18, 12, 5, 3, 56
27/07/2016, 46, 21, 16, 8, 4, 4, 56
28/07/2016, 54, 21, 13, 12, 7, 3, 50
29/07/2016, 49, 20, 13, 9, 6, 3, 51
30/07/2016, 49, 21, 16, 9, 4, 2, 48
31/07/2016, 38, 19, 15, 16, 4, 2, 56
01/08/2016, 53, 19, 23, 10, 9, 2, 52
02/08/2016, 48, 19, 14, 8, 7, 2, 50
03/08/2016, 43, 18, 16, 6, 5, 2, 45
04/08/2016, 40, 18, 24, 7, 4, 3, 55
05/08/2016, 56, 22, 19, 11, 4, 2, 56
06/08/2016, 57, 23, 20, 8, 3, 2, 59
07/08/2016, 61, 28, 23, 13, 4, 2, 61
08/08/2016, 71, 29, 20, 11, 8, 3, 64
09/08/2016, 66, 19, 16, 8, 6, 2, 44
10/08/2016, 39, 19, 13, 10, 5, 3, 53
11/08/2016, 50, 19, 14, 9, 7, 2, 52
12/08/2016, 49, 24, 22, 15, 7, 2, 61
13/08/2016, 69, 27, 18, 11, 11, 3, 58
14/08/2016, 62, 20, 18, 7, 7, 2, 48
15/08/2016, 43, 15, 17, 6, 4, , 37
16/08/2016, 35, 18, 12, 7, 3, 2, 46
17/08/2016, 44, 22, 13, 5, 4, 2, 49
18/08/2016, 41, 19, 10, 7, 3, 3, 43
19/08/2016, 39, 17, 10, 6, 4, 3, 44
20/08/2016, 40, 16, 7, 6, 3, 1, 42
21/08/2016, 35, 15, 11, 9, 5, 2, 45
22/08/2016, 47, 21, 14, 13, 8, 2, 63
23/08/2016, 59, 21, 10, 5, 7, 2, 43
24/08/2016, 40, 14, 12, 6, 4, 1, 40
25/08/2016, 35, 30, 31, 13, 7, 6, 103
26/08/2016, 102, 43, 16, 14, 11, 4, 82
27/08/2016, 78, 35, 19, 12, 11, 4, 77
28/08/2016, 91, 34, 15, 8, 5, 3, 65
29/08/2016, 59, 17, 8, 9, 4, 2, 49
30/08/2016, 43, 18, 13, 7, 6, 2, 56
31/08/2016, 44, 23, 8, 13, 6, 4, 55
01/09/2016, 57, 19, 19, 9, 7, 3, 50
02/09/2016, 42, 22, 18, 12, 9, 3, 61
03/09/2016, 61, 22, 15, 13, 8, 2, 64
04/09/2016, 66, 39, 15, 21, 13, 3, 69
05/09/2016, 89, 25, 17, 12, 15, 2, 53
06/09/2016, 52, 17, 9, 8, 8, 2, 46
07/09/2016, 41, 18, 13, 7, 5, 1, 52
08/09/2016, 50, 19, 11, 10, 4, 2, 53
09/09/2016, 49, 25, 11, 8, 4, 3, 55
10/09/2016, 60, 19, 14, 9, 6, 2, 48
11/09/2016, 43, 19, 9, 13, 8, 2, 52
12/09/2016, 54, 20, 16, 7, 5, 2, 51
13/09/2016, 45, 16, 8, 9, 5, 2, 40
14/09/2016, 39, 20, 14, 7, 6, 3, 54
15/09/2016, 51, 18, 14, 10, 8, 3, 47
16/09/2016, 45, 18, 19, 12, 12, 2, 48
17/09/2016, 47, 27, 21, 19, 11, 2, 58
18/09/2016, 72, 22, 12, 16, 20, 2, 46
19/09/2016, 49, 17, 13, 10, 14, 2, 37
20/09/2016, 37, 16, 12, 12, 6, 2, 46
21/09/2016, 45, 25, 28, 14, 6, 2, 61
22/09/2016, 69, 27, 17, 17, 9, 2, 53
23/09/2016, 58, 27, 19, 17, 14, 2, 60
24/09/2016, 66, 22, 19, 12, 14, 3, 50
25/09/2016, 47, 23, 21, 12, 10, 4, 60
26/09/2016, 63, 30, 22, 20, 8, 4, 70
27/09/2016, 83, 34, 26, 10, 11, 3, 61
28/09/2016, 65, 25, 21, 10, 4, 3, 49
29/09/2016, 47, 27, 20, 19, 6, 3, 61
30/09/2016, 73, 30, 14, 14, 7, 2, 57
01/10/2016, 58, 22, 22, 11, 9, 2, 56
02/10/2016, 49, 17, 17, 17, 14, 2, 59
03/10/2016, 61, 23, 22, 14, 11, 3, 61
04/10/2016, 62, 27, 23, 20, 10, 3, 74
05/10/2016, 80, 29, 13, 17, 12, 4, 71
06/10/2016, 77, 20, 4, 12, 8, 2, 55
07/10/2016, 48, 16, 15, 12, 9, 2, 45
08/10/2016, 45, 15, 13, 11, 10, 2, 53
09/10/2016, 41, 17, 21, 12, 8, 2, 57
10/10/2016, 51, 19, 24, 8, 2, 3, 48
11/10/2016, 41, 19, 23, 6, 2, 2, 39
12/10/2016, 38, 18, 16, 7, 2, 1, 37
13/10/2016, 32, 18, 12, 10, 8, 2, 45
14/10/2016, 43, 18, 17, 12, 12, 2, 47
15/10/2016, 46, 18, 14, 9, 14, 4, 40
16/10/2016, 41, 18, 12, 10, 11, 4, 35
17/10/2016, 37, 18, 13, 9, 8, 2, 48
18/10/2016, 43, 19, 10, 17, 7, 2, 46
19/10/2016, 48, 21, 15, 14, 16, 4, 57
20/10/2016, 60, 20, 19, 11, 7, 2, 57
21/10/2016, 51, 21, 14, 10, 6, 2, 48
22/10/2016, 47, 22, 30, 15, 3, 3, 60
23/10/2016, 60, 28, 8, 19, 7, 3, 62
24/10/2016, 67, 21, 16, 16, 6, 3, 57
25/10/2016, 54, 19, 19, 18, 6, 2, 46
26/10/2016, 50, 26, 10, 18, 8, 2, 46
27/10/2016, 50, 27, 14, 23, 5, 4, 59
28/10/2016, 67, 31, 10, 18, 7, 4, 61
29/10/2016, 64, 21, 13, 11, 11, 1, 36
30/10/2016, 36, 23, 14, 14, 8, 3, 53
31/10/2016, 58, 21, 6, 14, 11, 3, 48
01/11/2016, 45, 20, 14, 16, 5, 3, 47
02/11/2016, 50, 20, 16, 8, 5, 2, 36
03/11/2016, 35, 20, 15, 13, 6, 2, 41
04/11/2016, 42, 22, 7, 13, 9, 2, 44
05/11/2016, 46, 21, 16, 9, 13, 1, 27
06/11/2016, 33, 24, 11, 12, 6, 2, 54
07/11/2016, 55, 27, 12, 10, 9, 3, 54
08/11/2016, 50, 28, 25, 16, 12, 1, 57
09/11/2016, 61, 29, 17, 16, 10, 2, 56
10/11/2016, 57, 30, 9, 14, 4, 2, 52
11/11/2016, 49, 27, 20, 12, 2, 3, 52
12/11/2016, 50, 25, 12, 10, 3, 2, 42
13/11/2016, 41, 23, 4, 12, 4, 3, 39
14/11/2016, 43, 31, 14, 8, 1, 3, 44
15/11/2016, 43, 34, 14, 12, 5, 1, 47
16/11/2016, 53, 31, 17, 17, 11, 2, 50
17/11/2016, 61, 28, 15, 14, 5, 2, 51
18/11/2016, 57, 26, 15, 18, 5, 3, 61
19/11/2016, 62, 25, 17, 15, 8, 1, 60
20/11/2016, 67, 22, 19, 18, 9, 1, 44
21/11/2016, 44, 20, 7, 14, 8, 2, 51
22/11/2016, 41, 15, 9, 6, 12, 1, 35
23/11/2016, 33, 15, 14, 10, 8, 1, 48
24/11/2016, 50, 23, 20, 9, 6, 4, 49
25/11/2016, 48, 22, 11, 6, 3, 6, 50
26/11/2016, 55, 21, 12, 6, 3, 7, 36
27/11/2016, 45, 18, 11, 6, 2, 4, 28
28/11/2016, 37, 16, 6, 6, 1, 3, 33
29/11/2016, 35, 17, 15, 7, 1, 2, 29
30/11/2016, 37, 18, 10, 13, 2, 4, 34
01/12/2016, 39, 15, 14, 11, 5, 5, 33
02/12/2016, 38, 18, 11, 17, 8, 5, 43
03/12/2016, 54, 25, 17, 12, 12, 5, 54
04/12/2016, 50, 19, 17, 8, 5, 4, 46
05/12/2016, 43, 20, 29, 9, 5, 3, 52
06/12/2016, 56, 22, 19, 8, 3, 1, 41
07/12/2016, 47, 19, 24, 5, 2, 1, 
08/12/2016, 44, 18, 11, 9, 1, 1, 
09/12/2016, 44, 19, 19, 7, 1, 2, 
10/12/2016, 43, 18, 19, 5, 1, 1, 
11/12/2016, 36, 12, 22, 4, 1, 1, 
12/12/2016, 28, 22, 31, 9, 2, 1, 
13/12/2016, 62, 26, 28, 12, 2, 2, 
14/12/2016, 57, 27, 29, 9, 3, 1, 
15/12/2016, 70, 29, 26, 10, 3, 1, 
16/12/2016, 71, 29, 16, 6, 3, 1, 
17/12/2016, 63, 21, 18, 5, 1, 1, 
18/12/2016, 42, 19, 23, 6, 1, 1, 
19/12/2016, 49, 17, 20, 5, 1, 1, 
20/12/2016, 30, 15, 25, 7, 1, 1, 
21/12/2016, 37, 22, 14, 11, 2, 1, 
22/12/2016, 51, 27, 9, 8, 2, 2, 
23/12/2016, 46, 20, 12, 7, 1, 1, 
24/12/2016, 44, 16, 12, 4, 1, 1, 
25/12/2016, 35, 16, 12, 4, 1, , 
26/12/2016, 37, 17, 12, 5, 1, 1, 
27/12/2016, 37, 21, 11, 6, 2, 1, 
28/12/2016, 41, 21, 12, 5, 1, , 
29/12/2016, 45, 29, 19, 7, 1, 1, 
30/12/2016, 44, 16, 13, 6, 1, 1, 
31/12/2016, 37, 21, 35, 14, 3, , 
01/01/2017, 42, 20, 25, 10, 2, , 
02/01/2017, 47, 20, 11, 7, 2, 2, 
03/01/2017, 42, 15, 15, 5, 1, 1, 
04/01/2017, 34, 17, 19, 6, 2, 2, 
05/01/2017, 33, 16, 19, 12, 3, 1, 
06/01/2017, 49, 19, 21, 15, 11, 1, 
07/01/2017, 49, 20, 24, 10, 11, 2, 
08/01/2017, 44, 18, 27, 5, 5, 1, 
09/01/2017, 45, 22, 17, 4, 2, 1, 
10/01/2017, 52, 22, 16, 7, 1, 1, 
11/01/2017, 53, 24, 20, 10, 3, 2, 
12/01/2017, 61, 25, 21, 8, 4, 1, 
13/01/2017, 59, 27, 17, 13, 5, 2, 
14/01/2017, 69, 28, 24, 12, 10, 2, 
15/01/2017, 59, 22, 20, 10, 4, 2, 
16/01/2017, 53, 24, 21, 6, 5, 2, 
17/01/2017, 51, 26, 17, 5, 3, 2, 
18/01/2017, 50, 24, 16, 5, 2, 2, 
19/01/2017, 52, 23, 11, 6, 3, 3, 
20/01/2017, 50, 19, 12, 5, 9, 1, 
21/01/2017, 40, 14, 14, 5, 1, 1, 
22/01/2017, 32, 12, 9, 9, 1, , 
23/01/2017, 19, 10, 4, 10, 1, 2, 
24/01/2017, 26, 11, 10, 4, 1, 1, 
25/01/2017, 27, 17, 12, 3, 1, 1, 
26/01/2017, 39, 20, 15, 7, 1, 1, 
27/01/2017, 48, 25, 15, 4, 1, 1, 
28/01/2017, 40, 18, 13, 5, 1, , 
29/01/2017, 35, 16, 11, 3, 1, , 
30/01/2017, 32, 15, 12, 4, 1, 1, 
31/01/2017, 37, 20, 18, 3, 1, 1, 
01/02/2017, 52, 27, 21, 4, 1, 1, 
02/02/2017, 65, 26, 14, 5, 2, 2, 
03/02/2017, 47, 16, 15, 3, 1, 1, 
04/02/2017, 36, 16, 20, 4, 1, 1, 
05/02/2017, 39, 17, 18, 5, 3, 2, 
06/02/2017, 40, 18, 15, 6, 1, 5, 
07/02/2017, 43, 21, 22, 8, 1, 5, 
08/02/2017, 61, 29, 24, 6, 1, 2, 
09/02/2017, 67, 26, 22, 2, 1, 1, 
10/02/2017, 60, 26, 21, 2, 1, 1, 
11/02/2017, 49, 27, 24, 2, 1, 1, 
12/02/2017, 56, 26, 22, 2, 1, 1, 
13/02/2017, 53, 28, 20, 3, 1, 1, 
14/02/2017, 49, 20, 20, 3, 1, , 
15/02/2017, 37, 22, 19, 3, , , 
16/02/2017, 49, 29, 16, 2, 1, , 
17/02/2017, 47, 24, 16, 2, 1, 1, 
18/02/2017, 44, 22, 15, 1, , , 
19/02/2017, 49, 23, 13, 2, , 1, 
20/02/2017, 39, 16, 11, 2, 1, 1, 
21/02/2017, 37, 19, 14, 3, 1, 1, 
22/02/2017, 43, 19, 15, 8, 2, 2, 
23/02/2017, 49, 23, 5, 10, 3, 1, 
24/02/2017, 50, 17, 11, 5, 3, 2, 
25/02/2017, 40, 20, 11, 5, 1, 1, 
26/02/2017, 47, 18, 10, 5, 1, 1, 
27/02/2017, 36, 15, 10, 6, 1, , 
28/02/2017, 38, 17, 8, 4, 1, 2, 
01/03/2017, 28, 11, 14, 6, 1, 1, 
02/03/2017, 30, 21, 12, 9, 1, , 
03/03/2017, 44, 20, 10, 6, , 2, 
04/03/2017, 50, 29, 13, 9, 1, 1, 
05/03/2017, 61, 27, 12, 6, 1, 1, 
06/03/2017, 57, 25, 20, 7, 1, 1, 
07/03/2017, 60, 24, 21, 9, 2, 1, 
08/03/2017, 55, 24, 21, 7, 1, , 
09/03/2017, 61, 23, 16, 5, 1, , 
10/03/2017, 50, 25, 19, 4, 1, , 
11/03/2017, 52, 21, 24, 12, 4, 2, 
12/03/2017, 59, 27, 26, 7, 6, 1, 
13/03/2017, 73, 32, 22, 10, 4, 1, 
14/03/2017, 66, 26, 27, 19, 13, 1, 
15/03/2017, 74, 29, 22, 5, 12, 1, 
16/03/2017, 47, 28, 18, 5, 3, 2, 
17/03/2017, 67, 27, 23, 3, 2, 2, 
18/03/2017, 67, 26, 22, 3, 3, 1, 
19/03/2017, 60, 25, 14, 6, 2, 2, 
20/03/2017, 55, 23, 29, 9, 3, 2, 
21/03/2017, 63, 22, 10, 4, 5, 1, 
22/03/2017, 40, 21, 21, 6, 1, 1, 
23/03/2017, 52, 24, 31, 10, 5, 1, 
24/03/2017, 70, 29, 18, 12, 9, 2, 
25/03/2017, 60, 27, 23, 7, 2, 2, 
26/03/2017, 58, 18, 15, 8, 2, 1, 
27/03/2017, 34, 15, 11, 7, 1, 1, 
28/03/2017, 40, 22, 16, 5, 2, 2, 
29/03/2017, 56, 29, 9, 5, 4, 3, 
30/03/2017, 58, 26, 19, 12, 3, 3, 
31/03/2017, 65, 26, 9, 6, 2, 2, 
01/04/2017, 50, 20, 14, 6, 3, 2, 
02/04/2017, 55, 20, 13, 4, 5, 2, 
03/04/2017, 43, 16, 15, 6, 4, 2, 
04/04/2017, 38, 18, 14, 5, 5, 5, 
05/04/2017, 41, 16, 28, 7, 3, 5, 
06/04/2017, 46, 19, 23, 9, 2, 4, 
07/04/2017, 47, 20, 16, 9, 4, 5, 
08/04/2017, 56, 28, 39, 6, 11, 6, 
09/04/2017, 74, 27, 16, 5, 5, 6, 
10/04/2017, 61, 21, 22, 4, 9, 4, 
11/04/2017, 58, 21, 18, 5, 7, 5, 
12/04/2017, 48, 16, 11, 3, 6, 4, 
13/04/2017, 45, 26, 16, 3, 4, 5, 
14/04/2017, 47, 24, 20, 8, 3, 4, 
15/04/2017, 41, 22, 41, 4, 2, 6, 
16/04/2017, 62, 22, 19, 6, 3, 4, 
17/04/2017, 44, 21, 16, 6, 3, 5, 
18/04/2017, 51, 23, 34, 8, 4, 7, 
19/04/2017, 75, 40, 35, 11, 10, 7, 
20/04/2017, 107, 46, 20, 9, 13, 7, 
21/04/2017, 89, 23, 19, 4, 10, 5, 
22/04/2017, 51, 23, 16, 7, 6, 6, 
23/04/2017, 67, 28, 13, 4, 8, 6, 
24/04/2017, 57, 30, 16, 7, 4, 8, 
25/04/2017, 78, 38, 13, 9, 6, 5, 
26/04/2017, 89, 28, 21, 7, 15, 2, 
27/04/2017, 59, 23, 22, 9, 10, 2, 
28/04/2017, 53, 25, 12, 8, 13, 3, 
29/04/2017, 69, 29, 15, 5, 14, 2, 
30/04/2017, 63, 19, 14, 3, 6, 1, 
01/05/2017, 37, 18, 10, 5, 7, 3, 
02/05/2017, 56, 22, 10, 6, 10, 5, 
03/05/2017, 58, 22, 11, 4, 9, 4, 
04/05/2017, 47, 24, 13, 6, 9, 6, 
05/05/2017, 67, 27, 13, 6, 9, 8, 
06/05/2017, 57, 27, 18, 6, 10, 7, 
07/05/2017, 71, 25, 18, 8, 16, 7, 
08/05/2017, 66, 21, 17, 3, 13, 6, 
09/05/2017, 37, 14, 8, 3, 6, 6, 
10/05/2017, 33, 17, 12, 4, 6, 6, 
11/05/2017, 34, 16, 11, 4, 6, 7, 
12/05/2017, 45, 17, 12, 4, 6, 6, 
13/05/2017, 35, 16, 15, 3, 5, 6, 
14/05/2017, 29, 16, 9, 4, 4, 7, 
15/05/2017, 49, 17, 12, 3, 7, 6, 
16/05/2017, 38, 17, 13, 3, 6, 6, 
17/05/2017, 41, 18, 10, 4, 4, 5, 
18/05/2017, 41, 17, 12, 6, 5, , 
19/05/2017, 41, 17, 13, 6, 6, 5, 
20/05/2017, 42, 17, 13, 3, 5, 6, 
21/05/2017, 46, 15, 10, 3, 4, 6, 
22/05/2017, 38, 14, 14, 2, 5, 2, 
23/05/2017, 33, 17, 10, 3, 4, 3, 
24/05/2017, 42, 18, 9, 5, 4, 4, 
25/05/2017, 49, 20, 9, 4, 4, 2, 
26/05/2017, 48, 22, 12, 7, 5, 4, 
27/05/2017, 58, 19, 11, 4, 5, 2, 
28/05/2017, 35, 13, 14, 7, 5, , 
29/05/2017, 30, 13, 5, 11, 5, 2, 
30/05/2017, 36, 19, 9, 15, 12, 2, 
31/05/2017, 54, 17, 9, 10, 11, 1, 
01/06/2017, 40, 14, 11, 8, 9, 3, 
02/06/2017, 28, 12, 15, 8, 6, 3, 
03/06/2017, 30, 15, 18, 7, 5, 3, 
04/06/2017, 42, 17, 15, 7, 5, 3, 
05/06/2017, 43, 21, 15, 6, 5, 3, 
06/06/2017, 55, 23, 18, 7, 5, 3, 
07/06/2017, 58, 23, 14, 5, 4, 3, 
08/06/2017, 46, 20, 18, 7, 4, 3, 
09/06/2017, 46, 19, 14, 7, 4, 3, 
10/06/2017, 43, 19, 13, 7, 8, 3, 
11/06/2017, 42, 14, 13, 9, 7, 3, 
12/06/2017, 35, 15, 14, 6, 6, 3, 
13/06/2017, 36, 18, 14, 12, 7, 3, 
14/06/2017, 41, 17, 12, 8, 12, 2, 
15/06/2017, 41, 23, 9, 11, 4, 3, 
16/06/2017, 58, 20, 14, 6, 5, 2, 
17/06/2017, 44, 14, 10, 5, 6, 2, 
18/06/2017, 38, 14, 11, 8, 5, 2, 
19/06/2017, 31, 15, 20, 14, 4, 2, 
20/06/2017, 40, 19, 16, 23, 5, 3, 
21/06/2017, 45, 23, 15, 19, 3, 3, 
22/06/2017, 59, 20, 9, 14, 4, 3, 
23/06/2017, 43, 17, 13, 10, 8, 4, 
24/06/2017, 45, 17, 11, 11, 7, 3, 
25/06/2017, 46, 20, 27, 12, 7, 3, 
26/06/2017, 63, 23, 16, 13, 7, 3, 
27/06/2017, 46, 22, 19, 14, 5, 4, 
28/06/2017, 57, 21, 11, 14, 3, 4, 
29/06/2017, 45, 17, 16, 9, 8, 3, 
30/06/2017, 37, 12, 14, 7, 3, 2, 
01/07/2017, 26, 15, 11, 10, 3, 3, 
02/07/2017, 44, 18, 11, 8, 4, 2, 
03/07/2017, 39, 16, 15, 8, 5, 2, 
04/07/2017, 36, 15, 10, 10, 7, 2, 
05/07/2017, 34, 13, 13, 8, 5, 2, 
06/07/2017, 36, 16, 15, 7, 3, 1, 
07/07/2017, 40, 19, 17, 8, 3, 2, 
08/07/2017, 52, 18, 14, 7, 4, 2, 
09/07/2017, 36, 12, 16, 7, 4, 2, 
10/07/2017, 28, 13, 11, 11, 7, 2, 
11/07/2017, 41, 14, 9, 8, 6, 2, 
12/07/2017, 29, 17, 12, 10, 4, 2, 
13/07/2017, 52, 20, 6, 14, 4, 2, 
14/07/2017, 54, 20, 15, 9, 5, 2, 
15/07/2017, 58, 22, 14, 4, 4, 1, 
16/07/2017, 42, 17, 20, 7, 2, 2, 
17/07/2017, 52, 25, 17, 7, 3, 2, 
18/07/2017, 60, 21, 17, 6, 3, 1, 
19/07/2017, 44, 16, 16, 7, 4, 1, 
20/07/2017, 41, 18, 19, 7, 4, 1, 
21/07/2017, 45, 20, 17, 5, 4, 1, 
22/07/2017, 47, 22, 17, 6, 4, 1, 
23/07/2017, 48, 20, 15, 6, 4, 1, 
24/07/2017, 50, 24, 19, 7, 4, 1, 
25/07/2017, 61, 30, 19, 8, 2, 1, 
26/07/2017, 67, 30, 20, 9, 3, 2, 
27/07/2017, 68, 28, 23, 7, 4, 1, 
28/07/2017, 67, 29, 16, 7, 6, 1, 
29/07/2017, 53, 18, 14, 6, 4, , 
30/07/2017, 40, 18, 13, 7, 4, , 
31/07/2017, 42, 22, 17, 7, 5, 2, 
01/08/2017, 53, 28, 26, 6, 4, 1, 
02/08/2017, 64, 34, 21, 7, 3, 2, 
03/08/2017, 60, 27, 21, 6, 3, 1, 
04/08/2017, 54, 26, 21, 5, 3, 1, 
05/08/2017, 54, 25, 16, 6, 3, 1, 
06/08/2017, 44, 20, 9, 9, 6, 1, 
07/08/2017, 41, 19, 11, 9, 5, 1, 
08/08/2017, 43, 18, 13, 8, 5, 1, 
09/08/2017, 33, 22, 12, 11, 6, 4, 
10/08/2017, 55, 18, 10, 11, 6, 2, 
11/08/2017, 42, 19, 7, 13, 7, 4, 
12/08/2017, 43, 16, 10, 11, 13, 2, 
13/08/2017, 45, 15, 13, 9, 8, 3, 
14/08/2017, 43, 16, 10, 10, 7, 3, 
15/08/2017, 37, 19, 18, 11, 5, 3, 
16/08/2017, 50, 24, 18, 11, 4, 2, 
17/08/2017, 58, 22, 15, 13, 2, 2, 
18/08/2017, 53, 24, 12, 10, 3, 1, 
19/08/2017, 44, 20, 12, 8, 3, 1, 
20/08/2017, 38, 18, 12, 7, 4, 1, 
21/08/2017, 37, 17, 13, 9, 6, 2, 
22/08/2017, 38, 21, 23, 8, 5, 2, 
23/08/2017, 58, 25, 16, 7, 4, 2, 
24/08/2017, 49, 20, 14, 9, 4, 1, 
25/08/2017, 40, 15, 15, 7, 4, 1, 
26/08/2017, 30, 15, 12, 9, 3, , 
27/08/2017, 36, 22, 13, 10, 4, 2, 
28/08/2017, 48, 28, 10, 15, 5, 4, 
29/08/2017, 59, 19, 18, 23, 6, 2, 
30/08/2017, 38, 19, 15, 19, 4, 2, 
31/08/2017, 36, 18, 18, 14, 3, 2, 
01/09/2017, 47, 28, 24, 16, 3, 2, 
02/09/2017, 68, 28, 15, 13, 2, 2, 
03/09/2017, 49, 21, 15, 13, 3, 2, 
04/09/2017, 50, 23, 11, 12, 5, 1, 
05/09/2017, 50, 21, 3, 10, 5, 2, 
06/09/2017, 49, , , , , , 
10/09/2017, , 30, 21, 19, 7, 6, 
11/09/2017, 71, 30, 28, 14, 6, 4, 
12/09/2017, 75, 33, 27, 12, 4, 4, 
13/09/2017, 73, 29, 17, 13, 4, 4, 
14/09/2017, 60, 26, 13, 16, 7, 5, 
15/09/2017, 63, 26, 15, 17, 7, 5, 
16/09/2017, 55, 18, 12, 11, 6, 4, 
17/09/2017, 34, 14, 10, 14, 3, 3, 
18/09/2017, 29, 16, 11, 18, 4, 1, 
19/09/2017, 49, 25, 12, 19, 7, 4, 
20/09/2017, 59, 16, 8, 12, 8, 4, 
21/09/2017, 23, 13, 19, 13, 4, 3, 
22/09/2017, 42, 23, 19, 12, 3, 5, 
23/09/2017, 62, 25, 19, 13, 6, 5, 
24/09/2017, 63, 21, 21, 15, 6, 5, 
25/09/2017, 48, 19, 13, 17, 3, 5, 
26/09/2017, 41, 32, 14, 24, 5, 7, 
27/09/2017, 72, 26, 20, 17, 11, 5, 
28/09/2017, 58, 25, 10, 18, 8, 6, 
29/09/2017, 57, 20, 13, 16, 13, 6, 
30/09/2017, 52, 21, 6, 11, 12, 5, 
01/10/2017, 44, 31, 14, 12, 6, 5, 
02/10/2017, 59, 33, 10, 18, 10, 6, 
03/10/2017, 72, 23, 10, 14, 8, 5, 
04/10/2017, 39, 18, 22, 14, 8, 6, 
05/10/2017, 48, 19, 12, 15, 6, 5, 
06/10/2017, 46, 29, 25, 19, 8, 6, 
07/10/2017, 78, 29, 19, 16, 6, 7, 
08/10/2017, 65, 28, 14, 18, 6, 7, 
09/10/2017, 65, 19, 12, 13, 10, 5, 
10/10/2017, 38, 16, 19, 15, 9, 5, 
11/10/2017, 39, 20, 5, 15, 16, 5, 
12/10/2017, 41, 20, 18, 15, 10, 6, 
13/10/2017, 48, 21, 16, 14, 10, 5, 
14/10/2017, 51, 38, 26, 19, 11, 8, 
15/10/2017, 86, 31, 17, 17, 12, 5, 
16/10/2017, 60, 28, 16, 15, 12, 3, 
17/10/2017, 61, 24, 40, 14, 10, 1, 
18/10/2017, 64, 32, 36, 17, 10, 1, 
19/10/2017, 80, 48, 22, 24, 12, 2, 
20/10/2017, 99, 41, 30, 18, 13, 1, 
21/10/2017, 81, 40, 21, 15, 8, 1, 
22/10/2017, 75, 35, 16, 20, 11, 2, 
23/10/2017, 76, 42, 18, 19, 7, 2, 
24/10/2017, 92, 41, 34, 15, 7, 2, 
25/10/2017, 80, 35, 25, 17, 5, 2, 
26/10/2017, 77, 42, 14, 20, 8, 3, 
27/10/2017, 86, 39, 27, 15, 7, 3, 
28/10/2017, 65, 25, 21, 14, 4, 1, 
29/10/2017, 50, 28, 16, 15, 3, 2, 
30/10/2017, 44, 20, 11, 16, 1, 2, 
31/10/2017, 52, 33, 29, 17, 3, 3, 
01/11/2017, 77, 39, 17, 19, 8, 3, 
02/11/2017, 72, 32, 12, 16, 13, 2, 
03/11/2017, 55, 20, 17, 15, 8, 2, 
04/11/2017, 45, 19, 17, 13, 6, 1, 
05/11/2017, 50, 18, 11, 17, 7, 2, 
06/11/2017, 52, 28, 9, 18, 8, 2, 
07/11/2017, 59, 23, 17, 13, 5, 1, 
08/11/2017, 34, 22, 22, 18, 3, 3, 
09/11/2017, 63, 25, 9, 19, 5, 2, 
10/11/2017, 48, 25, 8, 19, 8, 4, 
11/11/2017, 59, 28, 17, 14, 10, 3, 
12/11/2017, 58, 21, 21, 19, 7, 1, 
13/11/2017, 61, 27, 10, 16, 9, 1, 
14/11/2017, 46, 21, 15, 19, 5, 2, 
15/11/2017, 62, 45, 27, 18, 8, 4, 
16/11/2017, 89, 28, 15, 16, 6, 1, 
17/11/2017, 50, 24, 29, 17, 9, 1, 
18/11/2017, 59, 24, 23, 15, 4, 1, 
19/11/2017, 52, 28, 16, 18, 5, 2, 
20/11/2017, 60, 29, 8, 20, 5, 3, 
21/11/2017, 63, 40, 16, 16, 6, 3, 
22/11/2017, 75, 27, 5, 15, 2, 5, 
23/11/2017, 45, 19, 9, 14, 1, 3, 
24/11/2017, 40, 21, 14, 13, 1, 1, 
25/11/2017, 41, 19, 12, 14, 1, 1, 
26/11/2017, 41, 19, 6, 14, 2, 1, 
27/11/2017, 39, 18, 23, 13, 1, 1, 
28/11/2017, 42, 18, 23, 13, 1, 1, 
29/11/2017, 38, 16, 22, 10, 1, 1, 
30/11/2017, 32, 20, 22, 15, 4, 1, 
01/12/2017, 44, 26, 27, 15, 4, , 
02/12/2017, 59, 25, 29, 14, 6, , 
03/12/2017, 50, 24, 20, 16, 6, 2, 
04/12/2017, 55, 28, 18, 15, 4, 1, 
05/12/2017, 63, 27, 24, 19, 6, 1, 
06/12/2017, 54, 25, 12, 15, 4, 1, 
07/12/2017, 50, 27, 10, 15, 2, 1, 
08/12/2017, 39, 19, 17, 14, 1, 1, 
09/12/2017, 44, 38, 23, 13, 1, 2, 
10/12/2017, 72, 36, 20, 13, 1, 1, 
11/12/2017, 60, 37, 18, 17, 1, 2, 
12/12/2017, 70, 38, 21, 18, 2, 3, 
13/12/2017, 67, 34, 30, 16, 2, 2, 
14/12/2017, 70, 31, 17, 14, 2, 1, 
15/12/2017, 58, 25, 18, 10, 1, 1, 
16/12/2017, 55, 27, 19, 9, 1, , 
17/12/2017, 47, 31, 26, 9, 1, , 
18/12/2017, 52, 31, 25, 9, , 1, 
19/12/2017, 48, 28, 25, 11, 1, 2, 
